,name,혼자,액티비티,자연,힐링
0,1004 뮤지엄파크,0.4876773715019226,0.6277445971965789,0.6011918365955353,0.538307398557663
1,3.15해양누리공원,0.6067760467529297,0.6938759505748748,0.6862568616867065,0.6440400004386901
2,5·18 기념공원,0.4229502588510513,0.49766009449958803,0.5154432415962219,0.5316575050354004
3,5·18 자유공원,0.5384633183479309,0.650445967912674,0.6556445509195328,0.6604368329048157
4,PTP 애견테마파크,0.4212006121873856,0.5200388193130493,0.5082600176334381,0.5077406823635101
5,PTP애견테마파크,0.4212006121873856,0.5200388193130493,0.5082600176334381,0.5077406823635101
6,RI온천(RI온천호텔),0.5530746281147003,0.6562467485666275,0.6530520915985107,0.6397619813680648
7,SPA 1899 동인비,0.6005857586860657,0.7347695827484131,0.7113622009754181,0.6613922715187073
8,UN조각공원,0.5654350258409977,0.6492837741971016,0.653534971177578,0.5861787758767605
9,W지우리조트,0.47383421659469604,0.6034148097038269,0.5874591171741486,0.5681318879127503
10,가곡유황온천&스파,0.5639796435832978,0.7023411810398101,0.6884835958480835,0.6284130454063416
11,가막들공원,0.0,0.0,0.0,0.0
12,가야산역사신화테마관,0.6054948767026266,0.6952263116836548,0.7323677738507589,0.6346492369969686
13,가오실공원,0.2782902419567108,0.4131240248680115,0.3921250104904175,0.4875892996788025
14,가포해안변공원,0.3908563454945882,0.49161343773206073,0.46026362975438434,0.49735231200853985
15,강동 해수온천,0.5834760010242462,0.6977441728115081,0.7169401824474335,0.7222853302955627
16,강릉 남산공원,0.585082396864891,0.6868413537740707,0.6776124536991119,0.6262503042817116
17,강릉 안목해맞이공원,0.47470827102661134,0.596251654624939,0.5712514162063599,0.521905729174614
18,강변스파랜드,0.4925497144460678,0.6486908435821533,0.6254218220710754,0.6213607788085938
19,강화해수랜드,0.556109043955803,0.6344967812299729,0.6763195276260376,0.701323863863945
20,개경포기념공원,0.3061794936656952,0.3192259967327118,0.3685104548931122,0.4337083697319031
21,개봉 유수지,0.48197469115257263,0.5688547293345133,0.6091564098993937,0.6714524229367574
22,거제도해수보양온천,0.58479263484478,0.7170652508735657,0.6983880162239074,0.6200986206531525
23,거제맹종죽테마공원,0.593326073884964,0.7088681578636169,0.7154261589050293,0.650365686416626
