,name,혼자,액티비티,자연,힐링
0,12월의왈츠펜션,0.5414829850196838,0.7121514678001404,0.6680589914321899,0.5926492810249329
1,133파티룸 한옥스테이점,0.5225118517875671,0.6688725531101227,0.6225854754447937,0.586509907245636
2,24게스트하우스 경희대점,0.513794669508934,0.6881051778793335,0.6387496650218963,0.5907166004180908
3,24게스트하우스 서울역점,0.5381475299596786,0.6659930229187012,0.6605551481246948,0.6126978039741516
4,2월 호텔 더시그니처 동성로점,0.5558671802282333,0.6778685510158539,0.6713420331478119,0.6294744372367859
5,B-STAY 부천호텔,0.5786276414990426,0.5913631796836853,0.6304073989391327,0.6605132699012757
6,BK호텔제주,0.6093393236398696,0.707494705915451,0.7068019092082978,0.6806075215339661
7,Dune45호텔,0.6123589873313904,0.6384519934654236,0.7370209097862244,0.8674167394638062
8,H호텔 세종시티,0.5904275894165039,0.64446662068367,0.6821774899959564,0.7073506295681
9,K-그랜드 호스텔 강남 1(K-GRAND HOSTEL GANGNAM1),0.5258470565080643,0.6350826352834702,0.6238860011100769,0.5855859518051147
10,MJ리조트,0.5828108668327332,0.6991630673408509,0.6690319836139679,0.6117863595485687
11,Nu Motel(엔유모텔),0.6278740366299947,0.6947473088900248,0.6888540188471476,0.635523279507955
12,SL호텔 강릉,0.5808367013931275,0.7122899234294892,0.6883038938045501,0.6432151973247529
13,V온천모텔,0.559184131026268,0.668590646982193,0.6899470210075378,0.7180062294006347
14,pine view,0.5251140528255038,0.7058156132698059,0.6477954652574327,0.6208444701300727
15,갈모봉 힐링스테이,0.3123279958963394,0.4066636661688487,0.40036313732465106,0.44610606630643207
16,강가의성,0.5869552493095398,0.7385803461074829,0.7031646370887756,0.6419201493263245
17,강릉 지중해펜션,0.6512937545776367,0.7055076360702515,0.7236267924308777,0.6740647554397583
18,게스트하우스 리좀,0.5304054532732282,0.6904098732130868,0.6392522283962795,0.5881384525980268
19,경기전 연가,0.5684551894664764,0.696195145448049,0.6799028780725267,0.6296659972932603
20,경주 교동한옥집,0.5494739214579264,0.7032738129297892,0.6731117367744446,0.6255946159362793
21,경주황룡유스호스텔,0.458433598279953,0.519518256187439,0.5463992804288864,0.5388413071632385
22,경포우성펜션,0.5756907284259796,0.7258252918720245,0.6893416225910187,0.6136384904384613
23,계곡과소나무 펜션,0.5522285103797913,0.5926418900489807,0.6534947752952576,0.7456172108650208
24,고망난돌민박,0.5869984686374664,0.6944891512393951,0.6809838593006134,0.6437055826187134
25,고성이씨 탑동종택,0.6203293651342392,0.7011501491069794,0.6814001053571701,0.6084422916173935
26,고창 선운산 유스호스텔,0.551058566570282,0.6419906139373779,0.6478729963302612,0.5965535283088684
27,골든리버호텔,0.5282355159521103,0.6631640285253525,0.6360827565193177,0.6058194667100907
28,골든서울호텔,0.5034441858530044,0.6418649196624756,0.6126195669174195,0.5912259519100189
29,골든튤립에버 용인호텔,0.5260368257761001,0.7009681344032288,0.66291543841362,0.602906197309494
30,광명JS부티크호텔,0.5162124007940292,0.6501951158046723,0.6530378878116607,0.6484841167926788
31,광주 아우라호텔,0.5906305074691772,0.7025530695915222,0.678610336780548,0.6270947575569152
