,name,혼자,액티비티,자연,힐링
0,(주)데일리랜드,0.5704219669103623,0.692292594909668,0.6871075212955475,0.6363016247749329
1,F1 오토캠핑장,0.6736634075641632,0.6957303583621979,0.7511283755302429,0.8209873139858246
2,GS25 뉴한강세빛섬점,0.4564065545797348,0.538222461938858,0.5587219655513763,0.6354509651660919
3,NFC(축구 국가대표팀 트레이닝 센터),0.6221574246883392,0.6570370495319366,0.7405711114406586,0.8368366658687592
4,SRC재활체육관 광주,0.6331119567155838,0.6781095743179322,0.7211116969585418,0.7197089910507202
5,W홀스랜드,0.6098738759756088,0.6689014136791229,0.7108302116394043,0.7194765210151672
6,YELLOW HILL,0.5657144129276276,0.7232618570327759,0.6680453538894653,0.6273573160171508
7,[강릉 바우길 3구간] 어명을 받은 소나무길,0.5689886808395386,0.6873348951339722,0.6512309312820435,0.5643147826194763
8,[강릉 바우길 8구간] 산우에 바닷길,0.28272154927253723,0.3422369956970215,0.31338173151016235,0.3960307240486145
9,[구리 둘레길 1코스] 역사와 자연이 살아있는 구리 둘레길,0.3908745050430298,0.40124809741973877,0.32742613554000854,0.46175622940063477
10,[대구올레 팔공산 2코스] 한실골 가는 길,0.5504526495933533,0.6964012384414673,0.7069198489189148,0.6144601106643677
11,[대구올레 팔공산 6코스] 단산지 가는 길,0.27828994393348694,0.41312408447265625,0.3921247720718384,0.48758891224861145
12,[무등산 옛길 2구간] 원효사~서석대,0.2938653230667114,0.3725927472114563,0.3798358738422394,0.31983238458633423
13,[변산 마실길 1코스] 조개미 패총길,0.4810793300469716,0.6014794707298279,0.5656398932139078,0.5499761005242666
14,[변산 마실길 2코스] 노루목 상사화길,0.5566115379333496,0.7227298617362976,0.6999455690383911,0.6926438808441162
15,[북한산 둘레길] 1 소나무숲길,0.4869655541011265,0.5861798524856567,0.5672979780605861,0.5130971925599235
16,[북한산 둘레길] 10 내시묘역길,0.5019145756959915,0.5867408290505409,0.5665366947650909,0.5078912824392319
17,[북한산 둘레길] 12 충의길,0.48732449611028034,0.6222457488377889,0.5857499043146769,0.5971296429634094
18,[북한산 둘레길] 2 순례길,0.5127861102422079,0.6677356759707133,0.6435021360715231,0.6006343364715576
19,[북한산 둘레길] 21 우이령길,0.5313882559537888,0.6241587042808533,0.6197364807128907,0.5736052751541137
20,[북한산 둘레길] 3 흰구름길,0.5055480226874352,0.6175752058625221,0.6120994761586189,0.6041229069232941
