,name,혼자,액티비티,자연,힐링
0,공주 경비행기,0.520756463209788,0.6138392157024808,0.6262853013144599,0.6509589023060269
1,군산 패러글라이딩 스쿨,0.5839692294597626,0.7101678669452667,0.6749635398387909,0.6567823767662049
2,단양 패러 명가,0.570966151356697,0.7055462419986724,0.6619912445545196,0.630407041311264
3,단양 패러글라이딩 패러는 내친구,0.6123589873313904,0.6384519934654236,0.7370209097862244,0.8674167394638062
4,단양 패러일번지,0.5416896730661392,0.680677855014801,0.6387063026428222,0.6107921183109284
5,단양드림레저 패러글라이딩,0.586179381608963,0.7237938821315766,0.70333531498909,0.6456268072128296
6,단양패러에반하다,0.5659253060817718,0.702705466747284,0.6532638967037201,0.5995487630367279
7,대천 국가대표 패러글라이딩,0.5475788354873657,0.6833690881729126,0.641242778301239,0.6287561804056168
8,선유 스카이썬라인,0.5472993880510331,0.680979585647583,0.6565907776355744,0.6294070839881897
9,스카이다이브코리아,0.5622901856899262,0.6838723421096802,0.6534956872463227,0.6024383008480072
10,양평 미래항공스포츠,0.5498785167932511,0.699949997663498,0.6512269854545594,0.5875802636146545
11,에어 피닉스,0.5039140731096268,0.6288219392299652,0.5810942053794861,0.5236506909132004
12,여수국가대표패러글라이딩,0.5547868549823761,0.6927644222974777,0.6428217947483063,0.6040464997291565
13,조나단 패러글라이딩 스쿨,0.5689013659954071,0.6999464213848114,0.6708346605300903,0.6250600218772888
14,짱 패러글라이딩,0.5583118796348572,0.6915048062801361,0.6784866988658905,0.6250826239585876
15,청춘 패러,0.574375432729721,0.714144104719162,0.6700316309928894,0.6158064067363739
16,케이원항공경비행기조종체험비행,0.5134838581085205,0.577257364988327,0.5733939200639725,0.5511995524168014
17,패러이야기,0.5417340189218521,0.6935448408126831,0.6472835958003997,0.6045699000358582
18,합천패러글라이딩파크,0.6160424947738647,0.6661919951438904,0.7182778318723043,0.7925944526990255
