,name,혼자,액티비티,자연,힐링
0,2018 평창동계올림픽대회 및 동계패럴림픽대회 기념관,0.5945244133472443,0.7130826354026795,0.682092821598053,0.6065935969352723
1,518기념문화센터,0.6123591065406799,0.6384522318840027,0.7370211482048035,0.8674169182777405
2,BNK부산은행조은극장,0.47626307904720305,0.5728472828865051,0.5709079831838608,0.5874520540237427
3,CECO 창원컨벤션센터,0.4653737246990204,0.5763841062784195,0.5510268270969391,0.5525479346513749
4,CGV 센텀시티,0.5191580921411514,0.6801217913627624,0.6133218467235565,0.5905966639518738
5,CICA 미술관,0.49375673234462736,0.6132768094539642,0.6092869460582733,0.5925903558731079
6,CJ아지트광흥창,0.0,0.0,0.0,0.0
7,CXC아트뮤지엄,0.5690247774124145,0.7124126553535461,0.6785294115543365,0.6293953835964203
8,GS칼텍스 예울마루,0.4408439606428146,0.5177085191011429,0.5070955127477645,0.4932664275169373
9,HAPPY700 평창시네마,0.564065682888031,0.6792275607585907,0.7078317642211914,0.7160894930362701
10,KT&G상상마당 대치아트홀,0.5800421088933945,0.6843841969966888,0.684564620256424,0.6988465338945389
11,MEG아트홀,0.5750615000724792,0.6933320939540863,0.6615294933319091,0.6302559971809387
12,SJ쿤스트할레,0.4610603630542755,0.5455370455980301,0.5454141020774841,0.5565802663564682
13,SeMA 벙커,0.3310253620147705,0.39967162410418194,0.40363091230392456,0.49891788760821026
14,가원미술관,0.48603499829769137,0.5754262566566467,0.5907028496265412,0.6417358756065369
15,가일미술관,0.41973720325364006,0.5151987804306878,0.5163379708925883,0.5630248884359995
16,가회민화박물관,0.5787185341119766,0.6831380188465118,0.6764196634292603,0.6492822229862213
17,강릉시립미술관,0.4250231921672821,0.479030567407608,0.5068699896335602,0.5680625677108765
18,강릉자동차극장,0.5565922170877456,0.6646662712097168,0.6906373381614686,0.7130049079656601
19,강변저류지 홍보관,0.6048884987831116,0.7358840703964233,0.7607088685035706,0.8573505282402039
20,강원종합박물관,0.6072531521320343,0.7208158910274506,0.6992849290370942,0.6235428154468536
21,객주문학관,0.5150858759880066,0.6174837350845337,0.6195467710494995,0.5930002927780151
22,갤러리 구루지,0.28161364793777466,0.3599587678909302,0.33306749165058136,0.41892027109861374
23,갤러리 더 화,0.597581128279368,0.6819520592689514,0.6798063119252523,0.6186388731002808
24,갤러리 마노,0.6123591065406799,0.6384522318840027,0.7370211482048035,0.8674169182777405
