,name,혼자,액티비티,자연,힐링,addr1,cat1,cat2,cat3,힐링_int,혼자_int,자연_int,액티비티_int,province,city,1,2,3,4,5,6,7,8,9,10,11,12,mapx,mapy,firstimage
0,(주)퀵실버록시 강릉점,0.4960740953683853,0.6169442862272263,0.6130091547966003,0.6064635038375854,강원특별자치도 강릉시 곶감전길 4 (성남동),A04,A0401,A04011000,0,0,0,0,강원특별자치도,강릉시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,128.8967111414,37.7526435738,
1,1LDK SEOUL 청담,0.5250467836856842,0.5764093816280365,0.6261246681213379,0.6931518375873565,서울특별시 강남구 선릉로162길 5(청담동),A04,A0401,A04011000,0,0,0,0,서울특별시,강남구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,127.041149761,37.5272182729,http://tong.visitkorea.or.kr/cms/resource/90/2887990_image2_1.jpg
2,3CE 롯데안산,0.4825595915317535,0.5603937417268753,0.5865565299987793,0.6598267585039139,경기도 안산시 단원구 고잔1길 12,A04,A0401,A04011000,0,0,0,0,경기도,안산시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.8345133215,37.3180555223,http://tong.visitkorea.or.kr/cms/resource/43/2882043_image2_1.jpg
3,4CUS 롯데 영등포점,0.5305549830198288,0.5846793532371521,0.6122202426195145,0.6501542001962661,서울특별시 영등포구 경인로 846,A04,A0401,A04011000,0,0,0,0,서울특별시,영등포구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.9076761334,37.5156700003,
4,8번가위드팜약국,0.4690310984849929,0.5551829040050507,0.5830826938152314,0.6304431736469269,서울특별시 서대문구 성산로 515,A04,A0401,A04011000,0,0,0,0,서울특별시,서대문구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.9433187706,37.5630679072,http://tong.visitkorea.or.kr/cms/resource/75/2890675_image2_1.jpg
5,ABC마트 GS광주충장로,0.5031473398208618,0.5813288390636444,0.5731566727161408,0.5844237804412842,광주광역시 동구 충장로 83,A04,A0401,A04011000,0,0,0,0,광주광역시,동구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.9165243628,35.1483302465,http://tong.visitkorea.or.kr/cms/resource/83/2886883_image2_1.jpg
6,ABC마트 GS대전은행,0.4453538388013839,0.5230713993310928,0.5193156868219375,0.5339684307575225,대전광역시 중구 중앙로156번길 7,A04,A0401,A04011000,0,0,0,0,대전광역시,중구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,127.4272787254,36.3287632983,http://tong.visitkorea.or.kr/cms/resource/10/2883610_image2_1.jpg
7,ABC마트 GS부산광복,0.5274106323719024,0.6195789039134979,0.6266010165214538,0.6367474853992462,부산광역시 중구 광복중앙로 2,A04,A0401,A04011000,0,0,0,0,부산광역시,중구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,129.0315179513,35.0995286389,http://tong.visitkorea.or.kr/cms/resource/23/2885823_image2_1.jpg
8,ABC마트 GS엔터식스안양,0.5186270296573638,0.61307173371315,0.620726615190506,0.6346917033195496,경기도 안양시 만안구 만안로 232,A04,A0401,A04011000,0,0,0,0,경기도,안양시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.9227001979,37.4013779824,http://tong.visitkorea.or.kr/cms/resource/90/2881790_image2_1.jpg
9,ABC마트 GS인천부평,0.5216567397117615,0.6010821342468262,0.6213257431983947,0.6767995357513428,"인천광역시 부평구 부평문화로66번길 17(부평동,1층,B1층)",A04,A0401,A04011000,0,0,0,0,인천광역시,부평구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.7238685168,37.49330544,http://tong.visitkorea.or.kr/cms/resource/30/2882430_image2_1.jpg
10,ABC마트 GS제주칠성,0.4593542963266372,0.5424110203981399,0.5340754568576813,0.5432535201311112,제주특별자치도 제주시 관덕로11길 6 (일도일동),A04,A0401,A04011000,0,0,0,0,제주특별자치도,제주시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.5255782014,33.5137427234,http://tong.visitkorea.or.kr/cms/resource/26/2887526_image2_1.jpg
11,ABC마트 GS청주성안,0.4296424448490142,0.5057470798492432,0.5147323936223984,0.579370579123497,충청북도 청주시 상당구 성안로 17-1(북문로1가),A04,A0401,A04011000,0,0,1,0,충청북도,청주시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,127.489250893,36.6352876268,http://tong.visitkorea.or.kr/cms/resource/00/2883100_image2_1.jpg
12,ABC마트 GS홍대홍익로,0.4637108951807022,0.5742672026157379,0.5737923085689545,0.6112546622753143,서울특별시 마포구 홍익로5길 13(서교동),A04,A0401,A04011000,0,0,0,0,서울특별시,마포구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.9215932233,37.5542018826,http://tong.visitkorea.or.kr/cms/resource/16/2889316_image2_1.jpg
13,ABC마트 MS 강릉점,0.4130445450544357,0.4944286584854126,0.4741039901971817,0.4981419563293457,강원특별자치도 강릉시 금성로42번길 10,A04,A0401,A04011000,0,0,0,0,강원특별자치도,강릉시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,128.895844517,37.7538100886,http://tong.visitkorea.or.kr/cms/resource/43/2890543_image2_1.jpg
14,ABC마트 MS 스타필드 고양점,0.5105841100215912,0.5753291785717011,0.5923926115036011,0.5942436456680298,경기도 고양시 덕양구 고양대로 1955,A04,A0401,A04011000,0,0,0,1,경기도,고양시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.8947930433,37.6470294966,
15,ABC마트 MS롯데은평,0.5576312065124511,0.6156772911548615,0.6592587053775787,0.7176070064306259,서울특별시 은평구 통일로 1050,A04,A0401,A04011000,0,0,0,0,서울특별시,은평구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.9179162,37.6375893423,http://tong.visitkorea.or.kr/cms/resource/96/2888996_image2_1.jpg
16,ABC마트 MS전주객사,0.4293258696794509,0.5178758025169372,0.5123208671808243,0.563561275601387,전북특별자치도 전주시 완산구 전주객사5길 38-1(고사동),A04,A0401,A04011000,0,0,0,0,전북특별자치도,전주시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,127.1453729825,35.8199247165,
17,ABC마트 NC 강서점,0.5524205207824707,0.6639710366725922,0.6664059638977051,0.6762286305427552,서울특별시 강서구 강서로56길 17,A04,A0401,A04011000,0,0,1,0,서울특별시,강서구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.8405115644,37.5599858729,http://tong.visitkorea.or.kr/cms/resource/26/2890326_image2_1.jpg
18,ABC마트 SP신촌점,0.4588433176279068,0.4940153419971466,0.4958827555179596,0.516014787554741,서울특별시 서대문구 명물길 6,A04,A0401,A04011000,0,0,0,0,서울특별시,서대문구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.9374278017,37.5573684645,http://tong.visitkorea.or.kr/cms/resource/95/2890495_image2_1.jpg
19,ABC마트 ST부산광복,0.4923853307962417,0.5465185195207596,0.5835860043764114,0.6554849207401275,부산광역시 중구 광복로 73-1(광복동2가),A04,A0401,A04011000,0,0,0,0,부산광역시,중구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,129.0330983886,35.0988287462,http://tong.visitkorea.or.kr/cms/resource/36/2885836_image2_1.jpg
20,ABC마트 ST부천심곡점,0.4841466844081878,0.568297278881073,0.5923275947570801,0.627518630027771,경기도 부천시 원미구 부천로 32,A04,A0401,A04011000,0,0,0,0,경기도,부천시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.7837076788,37.4870794471,http://tong.visitkorea.or.kr/cms/resource/14/2890614_image2_1.jpg
21,ABC마트 ST스타필드부천점,0.411293151974678,0.506319323182106,0.4952735066413879,0.5236611992120743,경기도 부천시 옥길로 1,A04,A0401,A04011000,0,0,1,0,경기도,부천시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.8139278618,37.4615273969,http://tong.visitkorea.or.kr/cms/resource/25/2881925_image2_1.jpg
22,ABC마트 ST이태원,0.4735113620758057,0.5524265378713608,0.5621859431266785,0.5831120699644089,서울특별시 용산구 이태원로 159-1,A04,A0401,A04011000,0,0,0,0,서울특별시,용산구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.991681837,37.5345332016,http://tong.visitkorea.or.kr/cms/resource/73/2878473_image2_1.jpg
23,ABC마트 ST제주연동,0.5214468032121659,0.6149683356285095,0.6022657632827759,0.6247264802455902,제주특별자치도 제주시 삼무로 30(연동),A04,A0401,A04011000,0,0,0,0,제주특별자치도,제주시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.489798522,33.4898170244,http://tong.visitkorea.or.kr/cms/resource/54/2887154_image2_1.jpg
24,ABC마트 ST제주칠성,0.4501857995986938,0.5447964519262314,0.5741593152284622,0.6483344405889511,제주특별자치도 제주시 중앙로5길 6(일도일동),A04,A0401,A04011000,0,0,0,0,제주특별자치도,제주시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.5253448539,33.5152592181,http://tong.visitkorea.or.kr/cms/resource/13/2887513_image2_1.jpg
25,ABC마트 경성대점,0.4858797430992126,0.6163794964551925,0.6118354469537735,0.5850725948810578,부산광역시 남구 수영로 300,A04,A0401,A04011000,0,0,0,0,부산광역시,남구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,129.0992554893,35.1367173926,http://tong.visitkorea.or.kr/cms/resource/45/2885745_image2_1.jpg
26,ABC마트 롯데월드몰,0.4463561117649078,0.5602084875106812,0.5437296450138092,0.5499078392982483,"서울특별시 송파구 올림픽로 300(신천동,롯데월드몰4층)",A04,A0401,A04011000,0,0,0,0,서울특별시,송파구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,127.1040749597,37.5141653654,http://tong.visitkorea.or.kr/cms/resource/14/2879014_image2_1.jpg
27,ABC마트 롯데파주,0.5471017122268677,0.6300572365522384,0.614242485165596,0.6268499493598938,경기도 파주시 회동길 390 롯데프리미엄아울렛 A동 3층,A04,A0401,A04011000,0,0,0,0,경기도,파주시,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.6937760801,37.7178732145,http://tong.visitkorea.or.kr/cms/resource/76/2881076_image2_1.jpg
28,ABC마트 메세나폴리스,0.4757432997226715,0.5939127653837204,0.5932508528232574,0.6350318342447281,서울특별시 마포구 양화로 45 메세나폴리스,A04,A0401,A04011000,0,0,1,0,서울특별시,마포구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.9136829551,37.5498911308,http://tong.visitkorea.or.kr/cms/resource/16/2878316_image2_1.jpg
29,ABC마트 미아점,0.4287108659744262,0.525330263376236,0.5304585605859756,0.5196417689323425,서울특별시 강북구 도봉로 45,A04,A0401,A04011000,0,0,1,0,서울특별시,강북구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,127.0298594613,37.6131469738,
30,ABC마트 신도림디큐브점,0.4398993402719497,0.5656432151794434,0.5573108285665512,0.6006465673446655,서울특별시 구로구 경인로 662,A04,A0401,A04011000,0,0,1,0,서울특별시,구로구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.8884169673,37.5089148857,http://tong.visitkorea.or.kr/cms/resource/76/2880176_image2_1.jpg
31,ABC마트 현대가든파이브,0.4908957093954086,0.5861457228660584,0.5898466825485229,0.5738427639007568,"서울특별시 송파구 충민로 66, 라이프동 3층 (문정동)",A04,A0401,A04011000,0,0,0,0,서울특별시,송파구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,127.1249768726,37.4776672007,http://tong.visitkorea.or.kr/cms/resource/04/2879504_image2_1.jpg
32,ABC마트 현대송도,0.4346850544214248,0.5423957526683807,0.5495813906192779,0.5972770094871521,"인천광역시 연수구 송도국제대로 123, 현대프리미엄아울렛 송도점",A04,A0401,A04011000,0,0,0,0,인천광역시,연수구,0.082435633414556,0.073627293066096,0.0705041686453829,0.0840626528298827,0.0557525304331423,0.0558175886557742,0.0390484364211395,0.0875336506180625,0.0774497241066746,0.0799408873277659,0.1458207526427832,0.0843880744409682,126.6579998144,37.3828032236,http://tong.visitkorea.or.kr/cms/resource/16/2882516_image2_1.jpg
