,name,혼자,액티비티,자연,힐링
0,(주)외식명가 오립스,0.556088462471962,0.7212115168571472,0.6704044044017792,0.610320246219635
1,01DORA,0.5831259906291961,0.7196181058883667,0.6667394697666168,0.6232764720916748
2,1.5닭갈비 본점,0.5551524341106415,0.7137607991695404,0.6517446756362915,0.600835257768631
3,100년 장어촌,0.5797612100839615,0.7159703373908997,0.6546010076999664,0.6010432958602905
4,100년임당방앗간,0.5873240113258362,0.7166658163070678,0.6729300141334533,0.6282521665096283
5,101번지남산돈까스본점,0.5646153360605239,0.7208440124988555,0.6700185358524322,0.6278382539749146
6,108궁돌찜,0.6243264585733413,0.694583636522293,0.692080843448639,0.6715499997138977
7,111LAC,0.5906817436218261,0.7213826715946198,0.6873519361019135,0.6437272667884827
8,11시들쌈밥 신탄진본점,0.5898333013057708,0.712804090976715,0.6776117503643035,0.6248871147632599
9,11호남도할머니칼국수,0.6075362443923951,0.7231204390525818,0.6858938157558441,0.617573207616806
10,123할매김밥,0.5567726522684098,0.6388609766960144,0.6252424538135528,0.6489135354757309
11,16번길한옥카페,0.5792964428663254,0.7159636378288269,0.6752459764480591,0.6329103708267212
12,180커피로스터스,0.591937929391861,0.7214101135730744,0.6923329889774322,0.6645070791244507
13,1894사랑채,0.5607635676860809,0.7201982975006104,0.6837350964546204,0.636672705411911
14,1925감포,0.5633409947156907,0.6904579520225524,0.6403660178184509,0.5974500417709351
15,1938slow,0.5665924102067947,0.7123142004013061,0.6656741976737977,0.6286512553691864
16,1940금문,0.5378990858793259,0.6875728845596314,0.6411011159420014,0.6130107939243317
17,1950 태성당,0.5904725730419159,0.7186435282230377,0.6642201125621796,0.6203946530818939
18,1992남산돈까스,0.5500627964735031,0.7291409194469451,0.664197689294815,0.6009873926639557
19,1994dining,0.5617104500532151,0.7214448034763337,0.6528490066528321,0.6063103199005127
20,1997 빠리바닷가재,0.5591553717851638,0.7194853603839875,0.6736504018306733,0.6338848233222961
21,1997영국집,0.5596052229404449,0.7034951150417328,0.6692836105823516,0.6290395975112915
22,1번지설렁탕,0.4865212172269821,0.5705169022083283,0.5608372211456298,0.6073459923267365
23,1인1잔,0.5552524268627167,0.7247922360897064,0.6756550550460816,0.6247767984867096
24,24시 나인식양평해장국,0.5656995564699173,0.7063305854797364,0.664802610874176,0.6127730190753937
25,24시 남양돼지국밥,0.5926782488822937,0.7073563039302826,0.6778257548809051,0.6446838200092315
26,24시교동촌콩나물해장국밥,0.5840330332517624,0.63857421875,0.6830694943666458,0.7569745749235153
27,24시부산국밥삼산동점,0.5378792405128479,0.6445714294910431,0.6005591720342636,0.5860663056373596
28,260도 송도유원지점,0.5552522957324981,0.7287270545959472,0.657897824048996,0.6090061724185943
