,name,혼자,액티비티,자연,힐링
0,scg스포츠아카데미,0.6243069966634115,0.6931641300519308,0.7386741042137146,0.8033116261164347
1,골든블루 키즈빌리지,0.5581526547670365,0.6936304688453674,0.6634128153324127,0.6050179421901702
2,대봉스카이랜드 모노레일 앤 짚라인,0.32973196506500246,0.4369616538286209,0.43787228465080263,0.519372996687889
3,라플라이,0.5744153529405593,0.7048660457134247,0.6587570786476136,0.6236350119113923
4,레전드히어로즈 잠실롯데월드몰점,0.5171999633312225,0.6837329924106598,0.6572304427623749,0.6169282764196395
5,레포밸리,0.5751589894294739,0.7070702850818634,0.6794752180576324,0.6336067676544189
6,바운스슈퍼파크 수원영통센터,0.537827217578888,0.6843464612960816,0.658031415939331,0.6042457282543182
7,샘마을레저파크,0.4149838984012604,0.5168962925672531,0.513495820760727,0.5591326594352722
8,순담레저,0.5207807049155235,0.5637692709763845,0.6045239071051279,0.6585099051396052
9,제주빅볼랜드,0.5008208245038986,0.6262031257152557,0.6129326283931732,0.6038725197315216
10,제천 산악체험장,0.5586139500141144,0.7085701763629914,0.6657138407230377,0.6042444229125976
11,짚 스카이라운지,0.4818324953317642,0.6035591542720795,0.5827915370464325,0.6073157787322998
12,클라임바운스 수원점,0.5255068063735961,0.642960610985756,0.6369113326072693,0.624220871925354
13,해담마을 수륙양용차,0.5578577786684036,0.7072426557540894,0.6717846989631653,0.6191812634468079
14,홍천 가리산 레포츠파크,0.5770858317613602,0.6792038798332214,0.6628394484519958,0.6297399938106537
