,name,addr1,cat1,cat2,cat3,힐링_int,혼자_int,자연_int,액티비티_int,province,city
0,(주)퀵실버록시 강릉점,강원특별자치도 강릉시 곶감전길 4 (성남동),A04,A0401,A04011000,0,0,0,0,강원특별자치도,강릉시
1,1LDK SEOUL 청담,서울특별시 강남구 선릉로162길 5(청담동),A04,A0401,A04011000,0,0,0,0,서울특별시,강남구
2,3CE 롯데안산,경기도 안산시 단원구 고잔1길 12,A04,A0401,A04011000,0,0,0,0,경기도,안산시
3,4CUS 롯데 영등포점,서울특별시 영등포구 경인로 846,A04,A0401,A04011000,0,0,0,0,서울특별시,영등포구
4,8번가위드팜약국,서울특별시 서대문구 성산로 515,A04,A0401,A04011000,0,0,0,0,서울특별시,서대문구
5,ABC마트 GS광주충장로,광주광역시 동구 충장로 83,A04,A0401,A04011000,0,0,0,0,광주광역시,동구
6,ABC마트 GS대전은행,대전광역시 중구 중앙로156번길 7,A04,A0401,A04011000,0,0,0,0,대전광역시,중구
7,ABC마트 GS부산광복,부산광역시 중구 광복중앙로 2,A04,A0401,A04011000,0,0,0,0,부산광역시,중구
8,ABC마트 GS엔터식스안양,경기도 안양시 만안구 만안로 232,A04,A0401,A04011000,0,0,0,0,경기도,안양시
9,ABC마트 GS인천부평,"인천광역시 부평구 부평문화로66번길 17(부평동,1층,B1층)",A04,A0401,A04011000,0,0,0,0,인천광역시,부평구
10,ABC마트 GS제주칠성,제주특별자치도 제주시 관덕로11길 6 (일도일동),A04,A0401,A04011000,0,0,0,0,제주특별자치도,제주시
11,ABC마트 GS청주성안,충청북도 청주시 상당구 성안로 17-1(북문로1가),A04,A0401,A04011000,0,0,1,0,충청북도,청주시
12,ABC마트 GS홍대홍익로,서울특별시 마포구 홍익로5길 13(서교동),A04,A0401,A04011000,0,0,0,0,서울특별시,마포구
13,ABC마트 MS 강릉점,강원특별자치도 강릉시 금성로42번길 10,A04,A0401,A04011000,0,0,0,0,강원특별자치도,강릉시
14,ABC마트 MS 스타필드 고양점,경기도 고양시 덕양구 고양대로 1955,A04,A0401,A04011000,0,0,0,1,경기도,고양시
15,ABC마트 MS롯데은평,서울특별시 은평구 통일로 1050,A04,A0401,A04011000,0,0,0,0,서울특별시,은평구
16,ABC마트 MS전주객사,전북특별자치도 전주시 완산구 전주객사5길 38-1(고사동),A04,A0401,A04011000,0,0,0,0,전북특별자치도,전주시
17,ABC마트 NC 강서점,서울특별시 강서구 강서로56길 17,A04,A0401,A04011000,0,0,1,0,서울특별시,강서구
18,ABC마트 SP신촌점,서울특별시 서대문구 명물길 6,A04,A0401,A04011000,0,0,0,0,서울특별시,서대문구
19,ABC마트 ST부산광복,부산광역시 중구 광복로 73-1(광복동2가),A04,A0401,A04011000,0,0,0,0,부산광역시,중구
20,ABC마트 ST부천심곡점,경기도 부천시 원미구 부천로 32,A04,A0401,A04011000,0,0,0,0,경기도,부천시
21,ABC마트 ST스타필드부천점,경기도 부천시 옥길로 1,A04,A0401,A04011000,0,0,1,0,경기도,부천시
22,ABC마트 ST이태원,서울특별시 용산구 이태원로 159-1,A04,A0401,A04011000,0,0,0,0,서울특별시,용산구
23,ABC마트 ST제주연동,제주특별자치도 제주시 삼무로 30(연동),A04,A0401,A04011000,0,0,0,0,제주특별자치도,제주시
24,ABC마트 ST제주칠성,제주특별자치도 제주시 중앙로5길 6(일도일동),A04,A0401,A04011000,0,0,0,0,제주특별자치도,제주시
25,ABC마트 경성대점,부산광역시 남구 수영로 300,A04,A0401,A04011000,0,0,0,0,부산광역시,남구
26,ABC마트 롯데월드몰,"서울특별시 송파구 올림픽로 300(신천동,롯데월드몰4층)",A04,A0401,A04011000,0,0,0,0,서울특별시,송파구
27,ABC마트 롯데파주,경기도 파주시 회동길 390 롯데프리미엄아울렛 A동 3층,A04,A0401,A04011000,0,0,0,0,경기도,파주시
28,ABC마트 메세나폴리스,서울특별시 마포구 양화로 45 메세나폴리스,A04,A0401,A04011000,0,0,1,0,서울특별시,마포구
29,ABC마트 미아점,서울특별시 강북구 도봉로 45,A04,A0401,A04011000,0,0,1,0,서울특별시,강북구
30,ABC마트 신도림디큐브점,서울특별시 구로구 경인로 662,A04,A0401,A04011000,0,0,1,0,서울특별시,구로구
31,ABC마트 현대가든파이브,"서울특별시 송파구 충민로 66, 라이프동 3층 (문정동)",A04,A0401,A04011000,0,0,0,0,서울특별시,송파구
32,ABC마트 현대송도,"인천광역시 연수구 송도국제대로 123, 현대프리미엄아울렛 송도점",A04,A0401,A04011000,0,0,0,0,인천광역시,연수구
33,ABC마트 현대아울렛 김포점,경기도 김포시 아라육로152번길 100,A04,A0401,A04011000,0,0,0,0,경기도,김포시
34,A타워약국 강남역,"서울특별시 강남구 테헤란로 105, 1층 (역삼동 A타워)",A04,A0401,A04011000,0,0,0,0,서울특별시,강남구
35,BCBG 롯데김해,경상남도 김해시 장유로 469 (신문동) 롯데아울렛 김해,A04,A0401,A04011000,0,0,0,0,경상남도,김해시
36,BCBG 롯데동부산,부산광역시 기장군 기장해안로 147,A04,A0401,A04011000,0,0,0,0,부산광역시,기장군
37,BCBG 현대가든파이브,"서울특별시 송파구 충민로 66, 2층",A04,A0401,A04011000,0,0,0,0,서울특별시,송파구
38,CU쌍문우이천점,서울특별시 도봉구 쌍문동 414-146,A04,A0401,A04010600,0,0,0,0,서울특별시,도봉구
39,DMZ 라운지,경기도 파주시 새오리로161번길 90,A04,A0401,A04010900,0,0,1,1,경기도,파주시
40,E안경 목포점,전라남도 목포시 영산로 59번길30,A04,A0401,A04011000,0,0,0,0,전라남도,목포시
41,FRED 신세계센텀,부산광역시 해운대구 센텀남대로 35,A04,A0401,A04011000,0,0,0,0,부산광역시,해운대구
42,FRED 현대본점,"서울특별시 강남구 압구정로 165, 2층(압구정동, 현대백화점 압구정본점)",A04,A0401,A04011000,0,0,0,0,서울특별시,강남구
