,name,naverURL
0,가고파캠핑장,"https://map.naver.com/p/search/%EA%B0%80%EA%B3%A0%ED%8C%8C%EC%BA%A0%ED%95%91%EC%9E%A5/place/1414545463?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
1,가곡국민여가캠핑장,"https://map.naver.com/p/search/%EA%B0%80%EA%B3%A1%EA%B5%AD%EB%AF%BC%EC%97%AC%EA%B0%80%EC%BA%A0%ED%95%91%EC%9E%A5/place/1980140232?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
2,가람관광농원,"https://map.naver.com/p/search/%EA%B0%80%EB%9E%8C%EA%B4%80%EA%B4%91%EB%86%8D%EC%9B%90/?c=12.00,0,0,0,dh"
3,가래골 농원캠핑장2,"https://map.naver.com/p/search/%EA%B0%80%EB%9E%98%EA%B3%A8%20%EB%86%8D%EC%9B%90%EC%BA%A0%ED%95%91%EC%9E%A52/?c=15.00,0,0,0,dh"
4,가래골캠핑장,"https://map.naver.com/p/search/%EA%B0%80%EB%9E%98%EA%B3%A8%EC%BA%A0%ED%95%91%EC%9E%A5/?c=14.00,0,0,0,dh"
5,가로림글램핑,"https://map.naver.com/p/search/%EA%B0%80%EB%A1%9C%EB%A6%BC%EA%B8%80%EB%9E%A8%ED%95%91/place/1047760002?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
6,가루실캠핑장,"https://map.naver.com/p/search/%EA%B0%80%EB%A3%A8%EC%8B%A4%EC%BA%A0%ED%95%91%EC%9E%A5/?c=15.00,0,0,0,dh"
7,가리산(홍천) 등산로,"https://map.naver.com/p/search/%EA%B0%80%EB%A6%AC%EC%82%B0%28%ED%99%8D%EC%B2%9C%29%20%EB%93%B1%EC%82%B0%EB%A1%9C/?c=15.00,0,0,0,dh"
8,가마미야영장,"https://map.naver.com/p/search/%EA%B0%80%EB%A7%88%EB%AF%B8%EC%95%BC%EC%98%81%EC%9E%A5/?c=14.00,0,0,0,dh"
9,가마실캠핑장,"https://map.naver.com/p/search/%EA%B0%80%EB%A7%88%EC%8B%A4%EC%BA%A0%ED%95%91%EC%9E%A5/?c=15.00,0,0,0,dh"
10,가반나야영장,"https://map.naver.com/p/search/%EA%B0%80%EB%B0%98%EB%82%98%EC%95%BC%EC%98%81%EC%9E%A5/place/1090102961?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
11,가산글램핑,"https://map.naver.com/p/search/%EA%B0%80%EC%82%B0%EA%B8%80%EB%9E%A8%ED%95%91/?c=12.00,0,0,0,dh"
12,가산산성 야영장,"https://map.naver.com/p/search/%EA%B0%80%EC%82%B0%EC%82%B0%EC%84%B1%20%EC%95%BC%EC%98%81%EC%9E%A5/?c=12.00,0,0,0,dh"
