,Unnamed: 0_x,name,혼자,액티비티,자연,힐링,Unnamed: 0_y,addr1,cat1,cat2,cat3,힐링_int,혼자_int,자연_int,액티비티_int,province,city,1,2,3,4,5,6,7,8,9,10,11,12
0,0,24시 마린낚시(전곡항 24 마린낚시),0.5193687707185746,0.6018974512815476,0.6298009037971497,0.6551029503345489,0,경기도 화성시 서신면 전곡항로 317,A03,A0303,A03030600,0,0,0,0,경기도,화성시,0.0454234140787755,0.0578642109496796,0.066625272248072,0.1068187948685391,0.0976052276290994,0.0880388273674152,0.0811646015211774,0.087619424005906,0.092958768210894,0.0907749389009915,0.0636785280476348,0.0454793335162679
1,1,EVO수영장,0.4202523231506347,0.4792621493339538,0.4800992608070373,0.4792444407939911,1,경기도 안산시 단원구 초지동,A03,A0303,A03030700,1,0,1,1,경기도,안산시,0.0514995895050782,0.0700766943793438,0.0451739569839703,0.0408750484627605,0.0429398781237136,0.0562437579307152,0.1271509637015398,0.1308697750772801,0.233350061605487,0.0536544878929611,0.0396545961598486,0.0553783826433523
2,2,K-26,0.5210290074348449,0.6231704354286194,0.6357691258192062,0.6517827272415161,2,경기도 가평군 청평면 고재길 262-57,A03,A0303,A03030400,0,0,1,0,경기도,가평군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,K3바다낚시터,0.4323989063501358,0.5529854834079743,0.5417237997055053,0.5230419725179672,3,경기도 안산시 단원구 작은상재미길 86,A03,A0303,A03030600,0,0,0,0,경기도,안산시,0.0454234140787755,0.0578642109496796,0.066625272248072,0.1068187948685391,0.0976052276290994,0.0880388273674152,0.0811646015211774,0.087619424005906,0.092958768210894,0.0907749389009915,0.0636785280476348,0.0454793335162679
4,4,M1971요트투어,0.5658293336629867,0.7227412760257721,0.6855862319469452,0.6158756136894226,4,제주특별자치도 서귀포시 대정읍 하모리 646-20,A03,A0303,A03030300,1,0,1,0,제주특별자치도,서귀포시,0.051359416066496,0.0557518557887758,0.0543538232337661,0.0767937234266597,0.1230768356716915,0.1062704660293541,0.0942791854014766,0.1024717931339026,0.0885629725486083,0.0781904508415794,0.0578863266526671,0.0506874053357696
5,5,가평빠지 클럽비발디 수상레저,0.5468679279088974,0.7129718422889709,0.686603182554245,0.6489818215370178,5,경기도 가평군 가평읍 금대리,A03,A0303,A03030700,0,0,0,0,경기도,가평군,0.0514995895050782,0.0700766943793438,0.0451739569839703,0.0408750484627605,0.0429398781237136,0.0562437579307152,0.1271509637015398,0.1308697750772801,0.233350061605487,0.0536544878929611,0.0396545961598486,0.0553783826433523
6,6,강화도 황청낚시터,0.4861422955989837,0.5786508560180664,0.5859812557697296,0.6054955363273621,6,인천광역시 강화군 내가면 황청포구로443번길 82,A03,A0303,A03030500,0,0,0,0,인천광역시,강화군,0.0293602865960137,0.0468325069761215,0.0694439682759868,0.1239927529248243,0.1160362299574275,0.108171455276387,0.0828625393087916,0.0885396272971531,0.0835802976199795,0.0817156524624631,0.047167609058438,0.0275826115455205
7,7,거청낚시터,0.4820761254855564,0.5575539129120963,0.584902788911547,0.6678867893559592,7,경기도 안성시 대덕면 배꽃길 16,A03,A0303,A03030500,0,0,0,0,경기도,안성시,0.0293602865960137,0.0468325069761215,0.0694439682759868,0.1239927529248243,0.1160362299574275,0.108171455276387,0.0828625393087916,0.0885396272971531,0.0835802976199795,0.0817156524624631,0.047167609058438,0.0275826115455205
8,8,고덕사회체육센터(실내수영장),0.606103777885437,0.682678759098053,0.7227784991264343,0.651722232500712,8,서울특별시 강동구 구천면로93길 12,A03,A0303,A03030700,1,0,0,1,서울특별시,강동구,0.0514995895050782,0.0700766943793438,0.0451739569839703,0.0408750484627605,0.0429398781237136,0.0562437579307152,0.1271509637015398,0.1308697750772801,0.233350061605487,0.0536544878929611,0.0396545961598486,0.0553783826433523
9,9,골든블루마리나,0.5684111833572387,0.712893295288086,0.6817594945430756,0.6319564700126648,9,서울특별시 서초구 올림픽대로 2085-14,A03,A0303,A03030300,0,0,1,1,서울특별시,서초구,0.051359416066496,0.0557518557887758,0.0543538232337661,0.0767937234266597,0.1230768356716915,0.1062704660293541,0.0942791854014766,0.1024717931339026,0.0885629725486083,0.0781904508415794,0.0578863266526671,0.0506874053357696
10,10,과림낚시터,0.3511752158403396,0.4341248899698257,0.4353664338588714,0.5287389665842056,10,경기도 시흥시 과림저수지길 79,A03,A0303,A03030500,0,0,0,0,경기도,시흥시,0.0293602865960137,0.0468325069761215,0.0694439682759868,0.1239927529248243,0.1160362299574275,0.108171455276387,0.0828625393087916,0.0885396272971531,0.0835802976199795,0.0817156524624631,0.047167609058438,0.0275826115455205
11,11,광탄낚시레저타운,0.2782899439334869,0.4131240844726562,0.3921247720718384,0.4875889122486114,11,경기도 파주시 광탄면 부흥로 194-42,A03,A0303,A03030500,0,0,0,0,경기도,파주시,0.0293602865960137,0.0468325069761215,0.0694439682759868,0.1239927529248243,0.1160362299574275,0.108171455276387,0.0828625393087916,0.0885396272971531,0.0835802976199795,0.0817156524624631,0.047167609058438,0.0275826115455205
