,Unnamed: 0,name,naverURL,contains_review
181,181,경인아라뱃길 아라파크웨이마당,"https://map.naver.com/p/search/%EA%B2%BD%EC%9D%B8%EC%95%84%EB%9D%BC%EB%B1%83%EA%B8%B8%20%EC%95%84%EB%9D%BC%ED%8C%8C%ED%81%AC%EC%9B%A8%EC%9D%B4%EB%A7%88%EB%8B%B9/place/21094100?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
183,183,경주 왕의 길,"https://map.naver.com/p/search/%EA%B2%BD%EC%A3%BC%20%EC%99%95%EC%9D%98%20%EA%B8%B8/place/37169599?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
185,185,경주 캠핑573,"https://map.naver.com/p/search/%EA%B2%BD%EC%A3%BC%20%EC%BA%A0%ED%95%91573/place/1045732483?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
189,189,경주보문 청소년수련원,"https://map.naver.com/p/search/%EA%B2%BD%EC%A3%BC%EB%B3%B4%EB%AC%B8%20%EC%B2%AD%EC%86%8C%EB%85%84%EC%88%98%EB%A0%A8%EC%9B%90/place/19387609?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
190,190,경주보문실탄사격장,"https://map.naver.com/p/search/%EA%B2%BD%EC%A3%BC%EB%B3%B4%EB%AC%B8%EC%8B%A4%ED%83%84%EC%82%AC%EA%B2%A9%EC%9E%A5/place/11639168?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
197,197,경주텐타우스글램핑,"https://map.naver.com/p/search/%EA%B2%BD%EC%A3%BC%ED%85%90%ED%83%80%EC%9A%B0%EC%8A%A4%EA%B8%80%EB%9E%A8%ED%95%91/place/1588616551?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
199,199,경천대랜드 눈썰매장,"https://map.naver.com/p/search/%EA%B2%BD%EC%B2%9C%EB%8C%80%EB%9E%9C%EB%93%9C%20%EB%88%88%EC%8D%B0%EB%A7%A4%EC%9E%A5/place/34177515?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
203,203,경호강변오토캠핑장,"https://map.naver.com/p/search/%EA%B2%BD%ED%98%B8%EA%B0%95%EB%B3%80%EC%98%A4%ED%86%A0%EC%BA%A0%ED%95%91%EC%9E%A5/place/1346882941?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
219,219,계족산 황톳길,"https://map.naver.com/p/search/%EA%B3%84%EC%A1%B1%EC%82%B0%20%ED%99%A9%ED%86%B3%EA%B8%B8/place/1267590367?c=18.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
220,220,고고랜드 남양주점,"https://map.naver.com/p/search/%EA%B3%A0%EA%B3%A0%EB%9E%9C%EB%93%9C%20%EB%82%A8%EC%96%91%EC%A3%BC%EC%A0%90/place/1487073161?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true",True
