,Unnamed: 0_x,name,혼자,액티비티,자연,힐링,Unnamed: 0_y,addr1,cat1,cat2,cat3,힐링_int,혼자_int,자연_int,액티비티_int,province,city
44,44,곡성레저문화센터,0.5694603621959686,0.5922065377235413,0.6696342527866364,0.8118805587291718,44,전라남도 곡성군 곡성읍 곡성로 855,A02,A0206,A02060600,0,0,0,0,전라남도,곡성군
45,45,공전자연학교,0.4581120945513248,0.525305487215519,0.494977742433548,0.4974940307438373,45,충청북도 제천시 봉양읍 의암로 345,A02,A0206,A02061400,1,0,0,0,충청북도,제천시
46,46,공주민속극박물관,0.4210507273674011,0.3823840022087097,0.4061354398727417,0.4475248157978058,46,충청남도 공주시 의당면 돌모루1길 40,A02,A0206,A02060100,0,0,0,0,충청남도,공주시
47,47,광림 아트센터 BBCH홀,0.3908913999795914,0.4538191795349121,0.4567730605602264,0.4604800283908844,47,서울특별시 강남구 논현로163길 33 (신사동),A02,A0206,A02060600,0,0,0,1,서울특별시,강남구
48,48,광림아트센터 장천홀,0.5210724472999573,0.5778897881507874,0.5909731984138489,0.6242776155471802,48,서울특별시 강남구 압구정로22길 21 (신사동),A02,A0206,A02060600,0,0,0,0,서울특별시,강남구
49,49,광명에디슨뮤지엄,0.5626720309257507,0.712854939699173,0.6851564347743988,0.6452178657054901,49,경기도 광명시 일직로12번길 24,A02,A0206,A02060100,0,0,0,0,경기도,광명시
50,50,광안리관광안내소,0.5563546419143677,0.7014654278755188,0.6757583618164062,0.6037219166755676,50,부산광역시 수영구 광안동,A02,A0206,A02060300,1,0,1,1,부산광역시,수영구
51,51,광야아트센터,0.4435398697853088,0.4854736745357513,0.4796805679798126,0.5354288071393967,51,서울특별시 강남구 선릉로 806 (청담동),A02,A0206,A02060600,0,0,0,0,서울특별시,강남구
52,52,광주광역시립산수도서관,0.4982942342758178,0.5679152011871338,0.5316135883331299,0.5539473295211792,52,광주광역시 동구 경양로 355,A02,A0206,A02060900,0,0,0,0,광주광역시,동구
53,53,광주시문화재단 남한산성아트홀,0.5492253035306931,0.5931900143623352,0.609885036945343,0.6200157463550567,53,경기도 광주시 회안대로 891,A02,A0206,A02060600,0,0,1,0,경기도,광주시
54,54,괴산한지체험박물관,0.5362250208854675,0.7111628353595734,0.6557762920856476,0.5919371247291565,54,충청북도 괴산군 연풍면 원풍로 233,A02,A0206,A02060100,0,0,1,0,충청북도,괴산군
55,55,구름아래소극장,0.5037899357931954,0.5722196698188782,0.5561735204287938,0.6006294999803815,55,서울특별시 마포구 와우산로29가길 15 (서교동),A02,A0206,A02060600,0,0,1,0,서울특별시,마포구
56,56,구립구산동도서관마을,0.5588055849075317,0.6420533061027527,0.6734378337860107,0.6342064142227173,56,서울특별시 은평구 연서로13길 29-23 (구산동),A02,A0206,A02060900,0,0,0,0,서울특별시,은평구
57,57,구미성리학역사관,0.6130567491054535,0.5832061171531677,0.6217087805271149,0.6591278910636902,57,경상북도 구미시 금오산로 336-13,A02,A0206,A02060100,0,0,0,0,경상북도,구미시
58,58,구삼뮤지엄,0.547433614730835,0.6581185758113861,0.6521336197853088,0.6388408184051514,58,경기도 파주시 탄현면 헤이리마을길 59-58,A02,A0206,A02060500,0,0,0,1,경기도,파주시
59,59,구하우스미술관,0.5854924619197845,0.7049890518188476,0.6668687462806702,0.5937177419662476,59,경기도 양평군 서종면 무내미길 49-12,A02,A0206,A02060500,1,0,0,0,경기도,양평군
60,60,국립6.25전쟁납북자기념관,0.6123591065406799,0.6384522318840027,0.7370211482048035,0.8674169182777405,60,경기도 파주시 임진각로 153 국립6.25전쟁납북자기념관,A02,A0206,A02060200,0,0,0,0,경기도,파주시
61,61,국립경주박물관 신라천년서고,0.6047285795211792,0.6740883390108744,0.7001360058784485,0.6451707482337952,61,경상북도 경주시 인왕동,A02,A0206,A02060900,0,0,0,0,경상북도,경주시
62,62,국립극단 백성희장민호극장,0.3705784201622009,0.4565157651901245,0.4783984780311584,0.5750815272331238,62,서울특별시 용산구 청파로 373 (서계동),A02,A0206,A02060600,0,0,0,0,서울특별시,용산구
63,63,국립대구기상과학관,0.5845959722995758,0.7046962320804596,0.6914527237415313,0.6349443852901459,63,대구광역시 동구 효동로2길 10,A02,A0206,A02060300,0,0,1,0,대구광역시,동구
64,64,국립대한민국임시정부기념관,0.5215347796678543,0.6140310496091843,0.6459071844816208,0.6356364041566849,64,서울특별시 서대문구 통일로 279-24,A02,A0206,A02060200,0,0,0,0,서울특별시,서대문구
65,65,국립밀양기상과학관,0.5917547464370727,0.7212979555130005,0.6891768634319305,0.6267313539981842,65,경상남도 밀양시 밀양대공원로 84,A02,A0206,A02060300,0,0,0,0,경상남도,밀양시
66,66,국립세계문자박물관,0.5748365044593811,0.6844613492488861,0.6682285070419312,0.587044358253479,66,인천광역시 연수구 센트럴로 217 (송도동),A02,A0206,A02060100,0,0,0,0,인천광역시,연수구
67,67,국립일제강제동원역사관,0.5687461197376251,0.6926640212535858,0.6461711287498474,0.5710148274898529,67,부산광역시 남구 홍곡로320번길 100,A02,A0206,A02060300,0,0,0,0,부산광역시,남구
68,68,국립전북기상과학관,0.5410452455282211,0.6717947661876679,0.6529254019260406,0.5785703241825104,68,전북특별자치도 정읍시 서부산업도로 168-43,A02,A0206,A02060300,0,0,1,0,전북특별자치도,정읍시
69,69,국립조선왕조실록박물관,0.639194130897522,0.6570757627487183,0.6638678908348083,0.6389891505241394,69,강원특별자치도 평창군 진부면 오대산로 176,A02,A0206,A02060100,0,0,0,0,강원특별자치도,평창군
70,70,국립중앙박물관 어린이박물관,0.5914511799812316,0.7240107297897339,0.7133599698543549,0.6599820733070374,70,서울특별시 용산구 서빙고로 137,A02,A0206,A02060100,0,0,0,0,서울특별시,용산구
71,71,국립충주기상과학관,0.5447504609823227,0.6804810047149659,0.6654033780097961,0.6265488773584366,71,충청북도 충주시 번영대로 270-10,A02,A0206,A02060300,0,0,0,0,충청북도,충주시
72,72,국자와 주걱,0.5150909125804901,0.6614826023578644,0.6419061243534088,0.593556535243988,72,인천광역시 강화군 양도면 강화남로428번길 46-27,A02,A0206,A02061000,1,0,1,1,인천광역시,강화군
73,73,국제현대미술관,0.5793606042861938,0.7329326868057251,0.671333372592926,0.5437598824501038,73,강원특별자치도 영월군 영월읍 삼옥길 31,A02,A0206,A02060500,0,0,0,0,강원특별자치도,영월군
74,74,군립 청송야송미술관,0.4631599336862564,0.5885042101144791,0.5817802846431732,0.5910609886050224,74,경상북도 청송군 진보면 경동로 5162,A02,A0206,A02060500,1,0,0,0,경상북도,청송군
75,75,군산 3.1운동 100주년 기념관,0.6249447464942932,0.7225578665733338,0.7146960258483886,0.6033735394477844,75,전북특별자치도 군산시 영명길 29,A02,A0206,A02060200,0,0,0,1,전북특별자치도,군산시
76,76,그라운드시소 명동,0.521270540356636,0.662776255607605,0.646962234377861,0.6147846341133117,76,서울특별시 중구 남대문로 73 (남대문로2가),A02,A0206,A02060300,0,0,0,0,서울특별시,중구
77,77,그리스신화박물관,0.5649087309837342,0.7155598819255828,0.6934722185134887,0.6221937358379364,77,제주특별자치도 제주시 한림읍 광산로 942,A02,A0206,A02060100,0,0,1,1,제주특별자치도,제주시
78,78,근대문화체험관 계산예가,0.5723380416631698,0.6692525506019592,0.6744903326034546,0.6589376121759415,78,대구광역시 중구 서성로 6-1,A02,A0206,A02060300,0,0,0,1,대구광역시,중구
79,79,글로빌아트홀,0.6123591065406799,0.6384522318840027,0.7370211482048035,0.8674169182777405,79,부산광역시 동래구 사직북로48번길 162 (온천동),A02,A0206,A02060600,0,0,0,0,부산광역시,동래구
80,80,금보성아트센터,0.4744417816400528,0.6898516118526459,0.6273441910743713,0.6326157450675964,80,서울특별시 종로구 평창36길 20 (평창동),A02,A0206,A02060500,0,0,1,0,서울특별시,종로구
81,81,금천구립독산도서관,0.5021141568819681,0.6544291774431864,0.6488704284032186,0.6187476913134257,81,서울특별시 금천구 독산로54길 114,A02,A0206,A02060900,0,0,1,0,서울특별시,금천구
82,82,금호아트홀 연세,0.4637046688132816,0.5111207266648611,0.5375659730699327,0.5835899578200446,82,서울특별시 서대문구 연세로 50 (신촌동),A02,A0206,A02060600,0,0,0,0,서울특별시,서대문구
83,83,기분좋은극장,0.5900582075119019,0.6945674419403076,0.6716741323471069,0.578319251537323,83,광주광역시 서구 상무중앙로 90 (치평동),A02,A0206,A02060600,1,0,1,0,광주광역시,서구
84,84,기차왕국박물관카페,0.5611290097236633,0.7225417256355285,0.6933673739433288,0.6253197133541107,84,인천광역시 남동구 장자로6번길 112-7,A02,A0206,A02060100,0,0,0,0,인천광역시,남동구
85,85,김대중 노벨평화상기념관,0.5884818375110626,0.6560758650302887,0.6786359548568726,0.7229711890220643,85,전라남도 목포시 삼학로92번길 68,A02,A0206,A02060200,0,0,1,1,전라남도,목포시
86,86,김리아 갤러리,0.5889136016368866,0.6973948121070862,0.6749476134777069,0.6062247931957245,86,서울특별시 강남구 압구정로75길 5 리아빌딩,A02,A0206,A02060500,1,0,0,1,서울특별시,강남구
87,87,김수현드라마아트홀,0.6533166170120239,0.6706866025924683,0.7189184427261353,0.6617803573608398,87,충청북도 청주시 상당구 우암산로41번길 21 (수동),A02,A0206,A02060300,0,0,0,0,충청북도,청주시
88,88,김영갑 갤러리(두모악),0.5719092637300491,0.689752584695816,0.6761182308197021,0.610127866268158,88,제주특별자치도 서귀포시 성산읍 삼달로 137,A02,A0206,A02060500,0,0,1,1,제주특별자치도,서귀포시
89,89,김영삼대통령 기록전시관,0.4625978469848633,0.5369973182678223,0.5957815051078796,0.5409082174301147,89,경상남도 거제시 장목면 옥포대첩로 743,A02,A0206,A02060300,0,0,0,0,경상남도,거제시
90,90,김천 세계도자기박물관,0.4462935514748096,0.5476492792367935,0.545404277741909,0.5392533168196678,90,경상북도 김천시 대항면 직지사길 118,A02,A0206,A02060100,0,0,0,0,경상북도,김천시
91,91,김택화 미술관,0.5242803394794464,0.630862694978714,0.6166972517967224,0.5311673402786254,91,제주특별자치도 제주시 조천읍 신흥로 1,A02,A0206,A02060500,1,0,1,1,제주특별자치도,제주시
92,92,김포국제조각공원,0.5596316933631897,0.6322788596153259,0.6464034259319306,0.606855309009552,92,경기도 김포시 월곶면 용강로13번길 38,A02,A0206,A02060300,1,0,1,0,경기도,김포시
93,93,김해 분청도자박물관,0.515954777598381,0.6141626954078674,0.6229389011859894,0.6457273691892624,93,경상남도 김해시 진례면 진례로 275-35,A02,A0206,A02060100,0,0,0,0,경상남도,김해시
94,94,김홍도미술관,0.5387732177972794,0.6240382730960846,0.631761783361435,0.6404880166053772,94,경기도 안산시 상록구 충장로 422,A02,A0206,A02060500,0,0,0,0,경기도,안산시
95,95,깨어있는시민 문화체험전시관,0.579085236787796,0.6624122083187103,0.6547526478767395,0.6174825549125671,95,경상남도 김해시 봉하로 132,A02,A0206,A02060300,0,0,0,0,경상남도,김해시
96,96,나이롱책방,0.5555551558732986,0.6770144730806351,0.6716079592704773,0.6294368207454681,96,제주특별자치도 제주시 관덕로8길 17,A02,A0206,A02061000,0,0,0,0,제주특별자치도,제주시
97,97,나주배박물관,0.6009014308452606,0.7136579215526581,0.6947922706604004,0.6322224259376525,97,전라남도 나주시 금천면 영산로 5838,A02,A0206,A02060100,0,0,0,0,전라남도,나주시
98,98,난고 김삿갓 문학관,0.5210169315338135,0.6112908244132995,0.6225117266178131,0.5643402218818665,98,강원특별자치도 영월군 김삿갓면 김삿갓로 216-22,A02,A0206,A02060200,0,0,0,0,강원특별자치도,영월군
99,99,남가람박물관,0.347616708278656,0.447033029794693,0.442603075504303,0.4729142308235168,99,경상남도 진주시 내동면 칠봉산길 190,A02,A0206,A02060100,0,0,0,0,경상남도,진주시
100,100,남농기념관,0.4953372809622023,0.5955532259411283,0.587411536110772,0.6016209721565247,100,전라남도 목포시 남농로 119,A02,A0206,A02060200,1,1,0,1,전라남도,목포시
101,101,남도소리울림터,0.5453102588653564,0.5016477704048157,0.6009289026260376,0.7201654314994812,101,전라남도 무안군 삼향읍 남악로 222,A02,A0206,A02060600,0,0,0,0,전라남도,무안군
102,102,남동소래아트홀,0.4248931616544723,0.5107056438922882,0.5320245385169983,0.5866913706064224,102,인천광역시 남동구 아암대로1437번길 32,A02,A0206,A02060600,0,0,0,0,인천광역시,남동구
103,103,남망산 조각공원,0.4319995552301406,0.5078009307384491,0.5369751811027527,0.5611385136842728,103,경상남도 통영시 남망공원길 29,A02,A0206,A02060300,1,0,1,0,경상남도,통영시
104,104,남산도서관(춘천),0.5573762059211731,0.7568662166595459,0.7283166646957397,0.6521917581558228,104,강원특별자치도 춘천시 남산면 강촌로 311,A02,A0206,A02060900,0,0,1,0,강원특별자치도,춘천시
105,105,남송미술관,0.6373755931854248,0.7207634150981903,0.7157008349895477,0.644916221499443,105,경기도 가평군 북면 백둔로 322,A02,A0206,A02060500,0,0,1,1,경기도,가평군
106,106,남양주시립박물관,0.501465380191803,0.5753661632537842,0.6194636166095734,0.7021721273660659,106,경기도 남양주시 와부읍 팔당로 121,A02,A0206,A02060100,0,0,0,1,경기도,남양주시
107,107,남원 백두대간전시관,0.5751290947198868,0.6513815760612488,0.6991061866283417,0.759688863158226,107,전북특별자치도 남원시 운봉읍 주촌리,A02,A0206,A02060300,0,0,1,0,전북특별자치도,남원시
108,108,남원향토박물관,0.5378740310668946,0.6481300175189972,0.6546274125576019,0.6473102807998657,108,전북특별자치도 남원시 양림길 14-9,A02,A0206,A02060100,0,0,1,1,전북특별자치도,남원시
109,109,남이섬 노래박물관,0.5017137348651886,0.5778973639011383,0.5849090695381165,0.6270302832126617,109,강원특별자치도 춘천시 남산면 남이섬길 1,A02,A0206,A02060100,0,0,0,0,강원특별자치도,춘천시
110,110,넥스페리움,0.5725981414318084,0.707883644104004,0.687491911649704,0.6550215423107147,110,대전광역시 유성구 엑스포로 1 (도룡동),A02,A0206,A02060300,0,0,0,0,대전광역시,유성구
111,111,노들섬 라이브하우스,0.4658249504864216,0.5443680286407471,0.5521149858832359,0.6031905189156532,111,서울특별시 용산구 이촌동,A02,A0206,A02060600,0,0,0,0,서울특별시,용산구
112,112,노랑다리미술관,0.5487802147865295,0.6897149741649627,0.6586062490940094,0.6156797915697098,112,경기도 가평군 청평면 고성리,A02,A0206,A02060500,1,0,0,1,경기도,가평군
113,113,노원우주학교,0.5914396435022354,0.6823957741260529,0.7077640056610107,0.6543656110763549,113,서울특별시 노원구 동일로205길 13,A02,A0206,A02060300,0,0,1,0,서울특별시,노원구
114,114,녹청자박물관,0.5027770549058914,0.6177873730659484,0.6292620658874511,0.64045250415802,114,인천광역시 서구 도요지로 54,A02,A0206,A02060300,0,0,1,0,인천광역시,서구
115,115,느리게 책방,0.542288801074028,0.6326633155345917,0.649847435951233,0.6110353887081146,115,충청남도 공주시 우체국길 24,A02,A0206,A02061000,1,0,0,0,충청남도,공주시
116,116,능강솟대문화공간,0.3240780532360077,0.3640826642513275,0.4019357115030288,0.475057452917099,116,충청북도 제천시 수산면 옥순봉로 1100,A02,A0206,A02060300,0,0,0,0,충청북도,제천시
117,117,다가 여행자 도서관,0.3676726222038269,0.5069341460863749,0.4929822484652201,0.5165490508079529,117,전북특별자치도 전주시 완산구 전라감영2길 28 (다가동1가),A02,A0206,A02060900,0,0,0,1,전북특별자치도,전주시
118,118,다보성 갤러리,0.2827215492725372,0.3422369956970215,0.3133817315101623,0.3960307240486145,118,서울특별시 종로구 삼일대로 457,A02,A0206,A02060500,0,0,0,0,서울특별시,종로구
119,119,다울랭 갤러리,0.3799649327993393,0.5628594756126404,0.5344150364398956,0.6216116100549698,119,서울특별시 용산구 한강대로15길 32 (한강로3가),A02,A0206,A02060300,0,0,0,0,서울특별시,용산구
120,120,달성 한일우호관,0.3605155318975448,0.4269764304161071,0.4185700833797455,0.4974488735198974,120,대구광역시 달성군 가창면 우록길 206,A02,A0206,A02060300,0,0,0,0,대구광역시,달성군
121,121,달성습지생태학습관,0.5366426765918731,0.6299998104572296,0.6474539518356324,0.6419538885354996,121,대구광역시 달성군 화원읍 구라1길 88,A02,A0206,A02060300,1,0,0,0,대구광역시,달성군
122,122,담양곤충박물관,0.5555208414793015,0.6969788670539856,0.6753400921821594,0.6201691329479218,122,전라남도 담양군 담양읍 담양88로 428,A02,A0206,A02060100,0,0,0,0,전라남도,담양군
123,123,담양우표박물관,0.484334864786693,0.5685128484453473,0.5703639090061188,0.5632059063230243,123,전라남도 담양군 대전면 대치9길 16,A02,A0206,A02060100,0,0,0,0,전라남도,담양군
124,124,당림미술관,0.5761168032884598,0.7003098368644715,0.6985184490680695,0.6441225111484528,124,충청남도 아산시 송악면 외암로1182번길 34-19,A02,A0206,A02060500,1,0,0,1,충청남도,아산시
125,125,당진 월드 아트 서커스,0.5562914431095123,0.7047971546649933,0.676420146226883,0.628560358285904,125,충청남도 당진시 신평면 운정리,A02,A0206,A02060600,0,0,0,0,충청남도,당진시
126,126,닻미술관,0.5762464374303817,0.7101698338985443,0.7089063167572022,0.6653279364109039,126,경기도 광주시 초월읍 진새골길 184,A02,A0206,A02060500,0,0,0,0,경기도,광주시
127,127,대구광역시립남부도서관,0.2827215492725372,0.3422369956970215,0.3133817315101623,0.3960307240486145,127,대구광역시 남구 앞산순환로 512,A02,A0206,A02060900,0,0,0,0,대구광역시,남구
128,128,대구교육대학교 교육박물관,0.3687323659658432,0.4493877708911896,0.4487119972705841,0.5355382263660431,128,대구광역시 남구 중앙대로 219,A02,A0206,A02060100,0,0,0,0,대구광역시,남구
129,129,대구예술발전소,0.5263912305235863,0.6107756048440933,0.6014400571584702,0.549258403480053,129,대구광역시 중구 달성로22길 31-12,A02,A0206,A02060600,0,0,0,0,대구광역시,중구
130,130,대나무 건강나라,0.5929098218679428,0.6437657743692398,0.6578537285327911,0.6723039865493774,130,전라남도 담양군 금성면 원율길 12,A02,A0206,A02060300,0,0,0,0,전라남도,담양군
131,131,대백프라자갤러리,0.5702144742012024,0.7122990667819977,0.6718330085277557,0.6305023550987243,131,대구광역시 중구 명덕로 333,A02,A0206,A02060500,0,0,0,0,대구광역시,중구
132,132,대불호텔전시관,0.5117779910564423,0.5813461780548096,0.5710385203361511,0.5859444230794907,132,인천광역시 중구 신포로23번길 101,A02,A0206,A02060300,0,0,0,0,인천광역시,중구
133,133,대산미술관,0.4939006765683492,0.6028253104951646,0.6143892871008979,0.5622736016909281,133,경상남도 창원시 의창구 대산면 유등로369번길 14-8,A02,A0206,A02060500,0,0,0,0,경상남도,창원시
