,name,addr1,cat1,cat2,cat3,힐링_int,혼자_int,자연_int,액티비티_int,province,city
191,미호박물관,경기도 남양주시 고산로126번길 15-2,A02,A0206,A02060100,0,0,0,0,경기도,남양주시
192,밀양 한천박물관,경상남도 밀양시 산내면 봉의로 58-31,A02,A0206,A02060100,0,0,0,1,경상남도,밀양시
193,밀양의열기념관,경상남도 밀양시 노상하1길 25-12,A02,A0206,A02060200,0,0,0,0,경상남도,밀양시
194,바니베어 뮤지엄,경상북도 경주시 보문로 280-34 (북군동),A02,A0206,A02060300,0,0,0,1,경상북도,경주시
195,바람숲그림책도서관,인천광역시 강화군 덕진로159번길 66-34 바람숲그림책도서관,A02,A0206,A02060900,0,0,0,0,인천광역시,강화군
196,바이나흐튼 크리스마스박물관,제주특별자치도 서귀포시 안덕면 평화로 654,A02,A0206,A02060100,0,0,0,1,제주특별자치도,서귀포시
197,바탕골소극장,서울특별시 종로구 동숭동,A02,A0206,A02060600,0,0,0,0,서울특별시,종로구
198,박물관 얼굴,경기도 광주시 남종면 분원길 3-6,A02,A0206,A02060100,1,0,1,1,경기도,광주시
199,박정우 염색갤러리,충청북도 제천시 내제로31길 22,A02,A0206,A02060500,0,0,0,0,충청북도,제천시
200,반야월역사작은도서관,대구광역시 동구 신서로 50,A02,A0206,A02060900,0,0,0,0,대구광역시,동구
201,배다골테마파크 고양민속박물관,경기도 고양시 덕양구 배다골길 131,A02,A0206,A02060100,0,0,0,0,경기도,고양시
202,배다리 아트스테이1930,인천광역시 동구 금곡로11번길 1-4 진도여인숙,A02,A0206,A02060400,0,0,1,0,인천광역시,동구
203,배미꾸미조각공원,인천광역시 옹진군 북도면 모도로140번길 41,A02,A0206,A02060300,1,0,1,0,인천광역시,옹진군
204,배재학당역사박물관,서울특별시 중구 서소문로11길 19,A02,A0206,A02060100,0,0,0,0,서울특별시,중구
205,벅스리움,경기도 시흥시 정왕동,A02,A0206,A02060100,0,0,0,0,경기도,시흥시
206,범어사 성보박물관,부산광역시 금정구 범어사로 250,A02,A0206,A02060100,0,0,0,0,부산광역시,금정구
207,벗이미술관,경기도 용인시 처인구 양지면 학촌로53번길 4,A02,A0206,A02060500,1,0,0,1,경기도,용인시
208,벽봉한국장신구박물관,경기도 파주시 탄현면 헤이리마을길 48-38,A02,A0206,A02060100,0,0,0,1,경기도,파주시
209,별새꽃돌과학관,충청북도 제천시 봉양읍 옥전4길 45,A02,A0206,A02060300,0,0,0,0,충청북도,제천시
210,보령머드박물관,충청남도 보령시 대해로 897-15,A02,A0206,A02060100,0,0,0,0,충청남도,보령시
211,보령해저터널홍보관,충청남도 보령시 대천항로 250-20 (신흑동),A02,A0206,A02060300,0,0,0,0,충청남도,보령시
212,복합문화공간 모나무르,충청남도 아산시 순천향로 624,A02,A0206,A02060300,1,0,0,1,충청남도,아산시
213,봉화 농경문화전시관,경상북도 봉화군 명호면 광석길 39,A02,A0206,A02060300,0,0,0,0,경상북도,봉화군
214,부산 스마트시티 전시관,부산광역시 해운대구 센텀동로 41,A02,A0206,A02060300,0,0,0,0,부산광역시,해운대구
215,부산 트릭아이뮤지엄,부산광역시 중구 대청로126번길 12,A02,A0206,A02060500,0,0,0,1,부산광역시,중구
216,부산과학기술대학교 민속자료실,부산광역시 북구 시랑로132번길 88,A02,A0206,A02060300,0,0,0,0,부산광역시,북구
217,부산광역시립 시민도서관,부산광역시 부산진구 월드컵대로 462,A02,A0206,A02060900,0,0,1,0,부산광역시,부산진구
218,부산근현대역사관 본관,부산광역시 중구 대청로 112 (대청동1가),A02,A0206,A02060100,0,0,0,0,부산광역시,중구
