,name,addr1,cat1,cat2,cat3,힐링_int,혼자_int,자연_int,액티비티_int,province,city
0,(주)외식명가 오립스,경상남도 김해시 김해대로1765번길 8,A05,A0502,A05020100,0,0,0,0,경상남도,김해시
1,01DORA,전라남도 곡성군 기차마을로 260,A05,A0502,A05020900,0,0,0,0,전라남도,곡성군
2,1.5닭갈비 본점,강원특별자치도 춘천시 후만로 77,A05,A0502,A05020100,0,0,0,0,강원특별자치도,춘천시
3,100년 장어촌,경기도 시흥시 계수로 70,A05,A0502,A05020100,0,0,0,0,경기도,시흥시
4,100년임당방앗간,강원특별자치도 강릉시 경강로2095번길 7,A05,A0502,A05020900,0,0,0,0,강원특별자치도,강릉시
5,101번지남산돈까스본점,서울특별시 중구 소파로 101,A05,A0502,A05020100,0,0,0,0,서울특별시,중구
6,108궁돌찜,경기도 고양시 일산서구 탄중로 246,A05,A0502,A05020100,0,0,0,0,경기도,고양시
7,111LAC,충청북도 청주시 상당구 추정2길 13-2,A05,A0502,A05020900,0,0,0,0,충청북도,청주시
8,11시들쌈밥 신탄진본점,대전광역시 대덕구 대청로 9,A05,A0502,A05020100,0,0,0,0,대전광역시,대덕구
9,11호남도할머니칼국수,경기도 안산시 단원구 대선로 11,A05,A0502,A05020100,0,0,0,0,경기도,안산시
10,123할매김밥,경상남도 통영시 통영해안로 233-1,A05,A0502,A05020100,0,0,0,0,경상남도,통영시
11,16번길한옥카페,경기도 시흥시 물왕수변로 16,A05,A0502,A05020900,0,0,0,0,경기도,시흥시
12,180커피로스터스,경기도 성남시 분당구 문정로144번길 4,A05,A0502,A05020900,0,0,0,0,경기도,성남시
13,1894사랑채,경상북도 경주시 포석로1068번길 23,A05,A0502,A05020900,0,0,0,0,경상북도,경주시
14,1925감포,경상북도 경주시 감포안길 15,A05,A0502,A05020900,0,0,0,0,경상북도,경주시
15,1938slow,강원특별자치도 강릉시 임영로141번길 4-6,A05,A0502,A05020900,0,0,0,0,강원특별자치도,강릉시
16,1940금문,서울특별시 종로구 창경궁로 269-1,A05,A0502,A05020400,0,0,0,0,서울특별시,종로구
17,1950 태성당,부산광역시 동구 중앙대로296번길 3-5,A05,A0502,A05020900,0,0,0,0,부산광역시,동구
18,1992남산돈까스,서울특별시 중구 소파로 23,A05,A0502,A05020300,0,0,0,0,서울특별시,중구
19,1994dining,경상북도 경주시 포석로 1064-4,A05,A0502,A05020200,0,0,0,0,경상북도,경주시
20,1997 빠리바닷가재,대구광역시 수성구 용학로 84,A05,A0502,A05020200,0,0,0,0,대구광역시,수성구
21,1997영국집,경상남도 창원시 성산구 외동반림로248번길 25,A05,A0502,A05020900,0,0,0,0,경상남도,창원시
22,1번지설렁탕,강원특별자치도 강릉시 연곡면 남평길 1,A05,A0502,A05020100,0,0,0,0,강원특별자치도,강릉시
23,1인1잔,서울특별시 은평구 연서로 534,A05,A0502,A05020900,0,0,0,0,서울특별시,은평구
24,24시 나인식양평해장국,경기도 부천시 길주로 634,A05,A0502,A05020100,0,0,0,0,경기도,부천시
25,24시 남양돼지국밥,경상남도 창원시 마산회원구 합포로 286,A05,A0502,A05020100,0,0,0,0,경상남도,창원시
26,24시교동촌콩나물해장국밥,대구광역시 북구 태전로 55,A05,A0502,A05020100,0,0,0,0,대구광역시,북구
27,24시부산국밥삼산동점,울산광역시 남구 돋질로 436,A05,A0502,A05020100,0,0,0,0,울산광역시,남구
28,260도 송도유원지점,인천광역시 연수구 청량로109번길 1,A05,A0502,A05020100,0,0,0,0,인천광역시,연수구
29,26호까치할머니손칼국수,경기도 안산시 단원구 대부황금로 805,A05,A0502,A05020100,0,0,0,0,경기도,안산시
30,27도씨제빵소,경상남도 함안군 모곡5길 19-59,A05,A0502,A05020900,0,0,0,0,경상남도,함안군
31,2대째순대,전북특별자치도 순창군 남계로 52 순창시장,A05,A0502,A05020100,0,0,0,0,전북특별자치도,순창군
32,3.3국밥전문점,경상남도 합천군 문화로 7 3.3숯불가든,A05,A0502,A05020100,0,0,0,0,경상남도,합천군
33,303화덕 송정점,부산광역시 해운대구 송정광어골로 93,A05,A0502,A05020200,0,0,0,0,부산광역시,해운대구
34,30년옹고집,경기도 안성시 녹배길 142,A05,A0502,A05020100,0,0,0,0,경기도,안성시
35,335키친광교아브뉴프랑점,경기도 수원시 영통구 센트럴타운로 85,A05,A0502,A05020100,0,0,0,0,경기도,수원시
36,33Acre,서울특별시 강동구 아리수로61길 33,A05,A0502,A05020200,0,0,0,0,서울특별시,강동구
37,33호할머니칼국수,경기도 안산시 단원구 대부황금로 1297,A05,A0502,A05020100,0,0,0,0,경기도,안산시
38,346.4S,경상남도 함안군 산인로 346-4,A05,A0502,A05020100,1,1,1,1,경상남도,함안군
39,365 메가분식,강원특별자치도 원주시 황금로 2,A05,A0502,A05020100,0,0,0,0,강원특별자치도,원주시
40,396커피컴퍼니,경상북도 안동시 옥동길 32,A05,A0502,A05020900,0,0,0,0,경상북도,안동시
41,3대삼계장인,서울특별시 서초구 반포대로28길 56-3 한라빌딩,A05,A0502,A05020100,1,1,1,1,서울특별시,서초구
42,3대째 할머니네집,경기도 안산시 단원구 대부황금로 1492,A05,A0502,A05020100,0,0,0,0,경기도,안산시
43,40호베트남쌀국수,경기도 평택시 통복시장2로9번길 7,A05,A0502,A05020700,0,0,0,0,경기도,평택시
44,4단지닭갈비,강원특별자치도 춘천시 후만로 81,A05,A0502,A05020100,0,0,0,0,강원특별자치도,춘천시
45,515더오리지널,경기도 파주시 돌곶이길 95,A05,A0502,A05020200,0,0,0,0,경기도,파주시
46,55갤런,경기도 김포시 김포대로 1619,A05,A0502,A05020900,0,0,0,0,경기도,김포시
47,59년왕십리연탄곱창구이,전라남도 목포시 백년대로323번길 7,A05,A0502,A05020100,0,0,0,0,전라남도,목포시
48,5구도선장,강원특별자치도 속초시 중앙부두길 51,A05,A0502,A05020900,1,1,1,1,강원특별자치도,속초시
49,6.25 떡볶이,경상남도 창원시 마산합포구 동서북12길 16-23,A05,A0502,A05020100,0,0,0,0,경상남도,창원시
50,60년전통예산장터국밥,충청남도 예산군 관양산길 12-1,A05,A0502,A05020100,0,0,0,0,충청남도,예산군
51,60헤르츠,울산광역시 동구 동해안로 612,A05,A0502,A05020900,0,0,0,0,울산광역시,동구
52,63뷔페 파빌리온,서울특별시 영등포구 63로 50,A05,A0502,A05020200,0,0,0,0,서울특별시,영등포구
53,70년소머리국밥,충청남도 홍성군 의사로43번길 27-9,A05,A0502,A05020100,0,0,0,0,충청남도,홍성군
54,71호안동대게횟집,경상북도 영덕군 강구대게길 22,A05,A0502,A05020100,0,0,0,0,경상북도,영덕군
55,7hundred,강원특별자치도 평창군 대관령면 강변길 93,A05,A0502,A05020900,0,0,0,0,강원특별자치도,평창군
56,8퍼센트커피 논현점,인천광역시 남동구 소래역서로2번길 42,A05,A0502,A05020900,0,0,0,0,인천광역시,남동구
57,943 킹스크로스CAFE,서울특별시 마포구 양화로16길 24,A05,A0502,A05020900,0,0,0,0,서울특별시,마포구
58,964커피&너만보여크루아상,서울특별시 동대문구 망우로21길 63 (휘경동),A05,A0502,A05020900,0,0,0,0,서울특별시,동대문구
59,97도씨해물칼국수 영종본점,인천광역시 중구 영종진광장로 39 오션테라스,A05,A0502,A05020100,0,0,0,0,인천광역시,중구
60,ABC 에이팩토리베이커리카페,제주특별자치도 제주시 탑동로 11,A05,A0502,A05020900,0,0,0,0,제주특별자치도,제주시
61,AURA Cafe&Lounge,강원특별자치도 강릉시 창해로 423,A05,A0502,A05020900,1,1,1,1,강원특별자치도,강릉시
62,Address 331,경기도 성남시 분당구 문정로144번길 7,A05,A0502,A05020900,0,0,0,0,경기도,성남시
63,Auspice coffee,경상북도 포항시 남구 호미로1132번길 5,A05,A0502,A05020900,1,1,1,1,경상북도,포항시
64,B&G 커피,경기도 고양시 일산동구 성석로 145-1,A05,A0502,A05020900,0,0,0,0,경기도,고양시
65,BARN110,경기도 고양시 일산동구 율천로7번길 7-7,A05,A0502,A05020700,0,0,0,0,경기도,고양시
66,BK볏짚 우대갈비 장안동본점,서울특별시 동대문구 장한로26가길 29 어반슈필라움,A05,A0502,A05020100,0,0,0,0,서울특별시,동대문구
67,BLENDMI,전북특별자치도 익산시 현영길 123-10,A05,A0502,A05020900,0,0,0,0,전북특별자치도,익산시
68,BONMILK,울산광역시 울주군 헌양길 95,A05,A0502,A05020900,0,0,0,0,울산광역시,울주군
69,Bake29s,경기도 김포시 태리로 121,A05,A0502,A05020900,0,0,0,0,경기도,김포시
70,Caffe lotus,경기도 의왕시 왕송못서길 80,A05,A0502,A05020900,0,0,0,0,경기도,의왕시
71,EL16.52,부산광역시 서구 암남공원로 177,A05,A0502,A05020900,1,1,1,1,부산광역시,서구
72,EQ바스 LAVACRO cafe 라바크로카페,충청북도 음성군 대동로537번길 102,A05,A0502,A05020900,0,0,0,0,충청북도,음성군
73,GGT POT,전라남도 나주시 동촌로 236-42,A05,A0502,A05020900,1,1,1,1,전라남도,나주시
74,GHGM 카페,경기도 용인시 수지구 동천로 287,A05,A0502,A05020900,0,0,0,0,경기도,용인시
75,GOO STK 733,서울특별시 용산구 이태원로27길 101,A05,A0502,A05020200,0,0,0,0,서울특별시,용산구
76,GS활어회직판장&고우시참치,경기도 양주시 고삼로 3,A05,A0502,A05020300,1,1,1,1,경기도,양주시
77,HDD피자,서울특별시 성동구 성수이로7길 46,A05,A0502,A05020200,0,0,0,0,서울특별시,성동구
78,In서피랑,경상남도 통영시 충렬로 22,A05,A0502,A05020900,0,0,0,0,경상남도,통영시
79,Just Steak,서울특별시 강남구 언주로152길 11-7,A05,A0502,A05020200,0,0,0,0,서울특별시,강남구
80,KAFE52,전라남도 장성군 영장로 1800,A05,A0502,A05020900,0,0,0,0,전라남도,장성군
81,KITCHEN106,전라남도 여수시 소호6길 7-4,A05,A0502,A05020200,1,1,1,1,전라남도,여수시
82,KUTH,경기도 안양시 만안구 예술공원로 168,A05,A0502,A05020900,0,0,0,0,경기도,안양시
83,K헤밍웨이카페 분당점,경기도 성남시 분당구 대왕판교로34번길 21,A05,A0502,A05020900,0,0,0,0,경기도,성남시
84,LIDI&PAUL,부산광역시 금정구 금샘로 219,A05,A0502,A05020900,0,0,0,0,부산광역시,금정구
85,LOFT 1010,경기도 광주시 신대길34번길 10-14,A05,A0502,A05020900,0,0,0,0,경기도,광주시
86,M.Y커피윌 오후의정원,경상남도 밀양시 산외면 산외로 672-19,A05,A0502,A05020900,1,1,1,1,경상남도,밀양시
87,M1971 카페 엠브릿지,제주특별자치도 서귀포시 최남단해안로 128,A05,A0502,A05020900,0,0,0,0,제주특별자치도,서귀포시
88,MAHE(마애),전라남도 여수시 화백길 6,A05,A0502,A05020900,0,0,0,0,전라남도,여수시
89,MUOKI,서울특별시 강남구 학동로55길 12-12,A05,A0502,A05020200,0,0,0,0,서울특별시,강남구
90,N436,경상남도 거제시 거제대로 1764,A05,A0502,A05020900,1,1,1,1,경상남도,거제시
91,NOT ONLY COFFEE URBAN DELI,대구광역시 수성구 용학로 106-7,A05,A0502,A05020900,0,0,0,0,대구광역시,수성구
92,OCEAN VIEW 꿈의세계카페,전라남도 진도군 명량대첩로 37,A05,A0502,A05020900,0,0,0,0,전라남도,진도군
93,P.E.I coffee,강원특별자치도 양양군 동해대로 3539,A05,A0502,A05020900,1,1,1,1,강원특별자치도,양양군
94,RSG 성수,서울특별시 성동구 연무장15길 11,A05,A0502,A05020900,0,0,0,0,서울특별시,성동구
95,Revolver,제주특별자치도 서귀포시 예래로 31,A05,A0502,A05020200,0,0,0,0,제주특별자치도,서귀포시
96,SADDLER HAUS 제주애월점,제주특별자치도 제주시 애월읍 애월로1길 24-15,A05,A0502,A05020900,0,0,0,0,제주특별자치도,제주시
97,TENNOTE,경기도 성남시 수정구 위례서일로1길 21-10,A05,A0502,A05020900,0,0,0,0,경기도,성남시
98,THE 신촌s 덮죽,경상북도 포항시 북구 중앙로294번길 10-7,A05,A0502,A05020100,0,0,0,0,경상북도,포항시
99,TONKATSU 서황 / 돈카츠서황,제주특별자치도 제주시 애월읍 장소로 205-2,A05,A0502,A05020100,0,0,0,0,제주특별자치도,제주시
100,Tailor.Button,경기도 시흥시 서울대학로 59-20 빌텍까뮤지식산업센터,A05,A0502,A05020900,1,1,1,1,경기도,시흥시
