,name,review,words,힐링,혼자,자연,액티비티,addr1,cat1,cat2,cat3
1285,에잇세컨즈 신세계아울렛 파주점,"좋아요
조아요
옷이 이쁘네요! 지디형이 과거 모델한 이유가 있군. . . . !
좋아요
이쁜 옷이 많아요 담에 또 갈게요
품질 이 좋아요
좋아요 
좋아요
좋아요
이쁜옷 득템!!",옷 모델 과거 이유 디 품질 담 또 이 득템 옷 득템 또 이 품질 담 모델 과거 이유 디 디 이유 과거 모델 옷 담 이 또 득템 품질,X,X,X,X,경기도 파주시 필승로 200,A04,A0401,A04011000
1286,에잇세컨즈 애플아울렛 사상점,"좋아요
좋아요
굿
좋아요
좋아요 
좋아요 
매장이 쾌적해용
굿
굿
직원분들이 아주 친절하십니다",직원 매장 아주 굿 굿 아주 매장 직원 직원 매장 아주 굿,X,X,X,X,부산광역시 사상구 사상로 201,A04,A0401,A04011000
1287,에잇세컨즈 에버랜드점,"굿
바람이 너무 불고 추워서 어쩔수 없이 바람막이 구매
그래도 이쁩니다
푸바오가 보고싶어요
저렴하게 잘샀어요 직원도 친절해요^^
조아요

굿
굿
선물하려고 푸바오 맨투맨 구입. 아주 맘에 들어하네요.
직원분 친절하심
굿
눈오는날 에버랜드 갔다가 양말 다 젖어서
양말사러 방문함! 직원분들 친절하셔요",아주 맘 직원 굿 바오 에버랜드 양말 바람막이 심 눈 양말 직원 방문 함 눈 심 날 에버랜드 굿 맘 굿 바오 직원 투맨 선물 불 바람 수 구매 구입,X,X,O,X,경기도 용인시 처인구 포곡읍 에버랜드로 199,A04,A0401,A04011000
1288,에잇세컨즈 용인 와이스퀘어점,"굿
이쁜 옷이 많고 다른 곳에 비해 부담스럽지 않은 가격이어서 너무 좋네용!

친절해서 좋아요
방문
봄옷 사러 왔어요~ 할인할때사면 좋은데 이쁜건 다 신상~~😂
좋아요
친절해요 
친절해요 
굿",굿 봄옷 때 방문 할인 신상 사면 곳 용 옷 굿 부담 용 다른 옷 곳 가격 사면 신상 할인 굿 가격 곳 옷 다른 용 부담 할인 방문 신상,X,X,X,X,경기도 용인시 처인구 중부대로 1294,A04,A0401,A04011000
1289,에잇세컨즈 원마운트점,"항상 여기서만 옷 사요!!
넘 이뻐용
좋아요
옷 예뻐용
옷사고 리뷰는 잘안남기는데 이근처 매장들 친절한거는 생각안하고 필요한것만 사는거에 익숙한데 8세컨즈 직원분들 어쩜 다 친절하시나요 기분좋게 쇼핑하고 옷사서 들어왔습니다❤️
아! 옷 스타일이 예전이랑 달라요.너무 예쁜게 많았어요
원마운트 올때마다 쇼핑하기 좋아요
직원부들두 친절하세요!!
좋아요 
요즘 입기 좋아요 
좋아요 
쇼핑도하고 김종서,김장훈님도 보구 ㅎㅎ
제가 딱 원하는 스타일의 셔츠를 찾았어요. 30퍼 세일도 해서 저렴하게 득템했습니다.",옷 스타일 직원 여기 사 만 항상 부들 원마운트 때 일도 득템 옷 스타일 쇼핑 직원 달라 예전 때 원마운트 옷 쇼핑 안 생각 근처 리뷰 사서 기분 세컨즈 사고,X,X,X,X,경기도 고양시 일산서구 한류월드로 300,A04,A0401,A04011000
1290,에잇세컨즈 전주점,"네이비색 가디건 너무 취향이라 샀어요 옷 예쁜 거 많고 2층이라 넓어서 좋았어요😙😙
굿
굿
굿!
좋아요

피팅해볼 수 있는 점이 젤 좋아요
굿
종류가다양해요
즐겨입는 브랜드
매장도 쾌적한 편
스타일이 좋아요
좋아요",점 수 브랜드 스타일 피팅 종류 젤 매장 편 굿 굿 층 가디건 취향 옷 색 네이비 거 편 매장 굿 편 젤 매장 종류 피팅 스타일 브랜드 점 수,X,X,X,X,전북특별자치도 전주시 완산구 전주객사4길 26,A04,A0401,A04011000
1291,에잇세컨즈 제주중앙점,"좋아요
굿
와웃~~간절기에 필수템을 겟해주시는 아드님!!!
괜찮은 옷이 들어올 때 득템하면 넘 가분좋음ㅎㅎ
좋아요!
아들의 하의 픽~
게다가 제품할인 팍팍 받아 20퍼 추가로 구매!!
😃
슬랙스
좋아요
캐쥬얼 옷이 많아서 좋아요 ㅎㅎ",옷 캐 가분 쥬얼 슬랙스 때 득템 픽 할인 굿 아드님 템 겟 간절 필수 기 굿 웃 득템 슬랙스 제품 아들 추가 하의 게다가 구매 픽 할인 득템 때,X,X,X,X,제주특별자치도 제주시 중앙로5길 6,A04,A0401,A04011000
1292,에잇세컨즈 충장로점,"가성비가 좋아요
가격대비 너므비싸요
그냥 방문했다가 예쁜 화이트진 득템했어요
봄옷 진짜 예쁘게 빠졌네요 모두 득템하세요
다양한 디자인이 있어요
굿
가성비좋게 잘 구매했어요
청바지 핏 좋아요
자라보다 쾌적하고 
좋은품질~ 마음껏 피팅도 가능하고 
신세계 상품권도 사용이 가능 하답니다

좋아요
옷이 예뻐요. 사이즈도 다양하구요!",사이즈 비 득템 품질 봄옷 디자인 피팅 청바지 구매 옷 가성 득템 비 답니 방문 모두 므 상품권 마음껏 신세계 사이즈 비 득템 가성 구매 피팅 가격 사용 옷 품질,X,X,O,X,광주광역시 동구 충장로 93-5,A04,A0401,A04011000
1293,에잇세컨즈 현대 목동점,"목동현백 많이 좋아졌네요 
옷 많아요
좋아요
굿
예뻐요
다양해요
기본으로 남방이 재질이. 좋아요
에잇세컨즈 조아여
ㆍ
좋아요 양말종종 구매중",구매 종종 컨 양말 남방 기본 백 굿 재질 목동 옷 재질 목동 굿 남방 백 기본 구매 컨 종종 양말 컨 종종 구매 기본 백 남방 굿 목동 재질,X,X,X,X,서울특별시 양천구 목동동로257,A04,A0401,A04011000
1294,에잇세컨즈 현대 천호점,"좋아용
좋아요
Good
So cheap and high quality goods
가격이 좀 있어서 아쉽지만, 맘에 들어요 !!
에잇세컨즈는 온라인에서 구매하는게 더 저렴할듯 해요!
good
현백 쇼핑타임~
애정하는 에잇세컨즈 입니다 !
옷도 무난하면서 예쁘고 저렴한게 많아요!!
세일도 많구요 !
오프라인에서 피팅해보고 온라인으로 사는 것도 방법입니당 더 저렴하게 살 수도 있거든요 !
좋아요!
 .",쇼핑 애정 백 컨 타임 해 구매 컨즈 가격 좀 일도 옷 무난 맘 좀 가격 더 온라인 컨즈 타임 온라인 더 살 수도 오프라인 피팅 것 방법 무난 옷,X,X,X,X,서울특별시 강동구 천호대로 1005,A04,A0401,A04011000
1295,에잇세컨즈 현대 충청점,"조아요
굿
굿
굳
옷이 이뻐요.
굿
매장도 넓구 쾌적하구 좋아용 ! 직원분도 친절하셨어요~,~
매장 깔끔하고 종류도 많아서 좋아용
분위기 편하고 종류도 다양해요
쇼핑하기 좋아요",굿 옷 매장 분위기 쇼핑 종류 직원 종류 매장 직원 쇼핑 분위기 굿 옷 매장 굿 옷 쇼핑 분위기 직원 종류,X,X,X,X,충청북도 청주시 흥덕구 직지대로 308 1층,A04,A0401,A04011000
1296,에잇세컨즈 현대시티몰 가든파이브점,"좋아요

종류가 다양해요
굿
좋아요
굿
집에와사 택 제거하자마자 겨드랑이 구멍난거 확인했네요.. 아직 입어보지도 못했는데 ㅜㅜ 보니까 애초에 바느질 마감이 덜되었던거더라고요 ㅠㅜ 구매할때 꼼꼼히 못살핀 제 불찰도 있지만 품질에 아쉽네요 .. 검수가 잘 이뤄졌으면 좋겠어요
주차하기편해요
굳
굿",굿 보 종류 구매 마감 구멍 확인 품질 제거 겨드랑이 굿 주차 검수 불찰 애초 때 마감 확인 택 겨드랑이 굿 제 택 덜 거 집 검수 바느질 제거 때,X,X,X,X,서울특별시 송파구 충민로 66,A04,A0401,A04011000
1297,에피그램코엑스점,"선물용 화분 구경 하러 방문 했어요.
커피도 판매 하시고 자그마한 화분 판매도 함께 하시더라고요. 가격이 저렴 한 것 보다는 희귀템이 많네요. 사장님도 친절 하시고 좋아요
코엑스 전시전 왔다가 들렸는데 커피 맛이 좋네요.
매장안이 성탄절이 느껴지듯 아주 예쁘게 꾸몄습니다.
사장님 친절하시고 가성비도 좋아 구경하다 지친 몸을 
쉬어 가기에 너무 좋은 카페입니다.

분위기 좋고 아늑해요.
별마당 바로 옆이라 찾기쉬워요
가격이 저렴한데 상품은 좋아요
꽃 사러 올때마다 용과 오렌지를 마시는데 신선해요 :) 
조화인지 모르고 샀는데 그래도 나름 예뻐서 위안 삼았어요...
근데 저게 4만원인 것도 놀랐는데 4만원짜리 조화 상태가...먼지 쌓여있고...돈 너무 아까워요ㅜㅜ
아무리 조화라지만 관리는 해야되는거 아닌가요. 싼 가격도 아닌데ㅜㅜ
분위기도 좋고 커피가 맛있습니다!
:)
굿
:)",분위기 아주 성탄절 매장 안이 굿 가격 커피 화분 조화 조화 가격 커피 것 판매 용 나름 상품 라지 관리 구경 화분 사장 가기 카페 몸 가성 비도 선물 방문,X,X,X,X,서울특별시 강남구 영동대로513,A04,A0401,A04011000
1298,엔소유 두타,"종류가 다양해요:)
옛날 생각나서 들러본 두타몰 맘에 드는 라운드티셔츠 두장 고르니까 8만원이 넘어서 조금 놀랐던...
아이가 좋아하네요
친절해요
급하게 샀는데 품질이 좋고 맘에들어요
친절하시고 옷감도 좋아요!
친절하셨어요
예뻐요 
커플T
좋아요 ",커플 옛날 품질 옷감 장 티셔츠 타 라운드 조금 종류 커플 맘 품질 티셔츠 옷감 옛날 라운드 조금 타 종류 맘 아이 장 종류 타 조금 라운드 옛날 옷감 티셔츠,X,X,X,X,서울특별시 중구 장충단로 275,A04,A0401,A04011000
1299,엘레강스 NC불광점,"구두수선한거 찾으러  NC아울렛  갔다가
이벤트몰에서 득템했오요
3만원 2만원, 가방 2개에 총 5만원 ㅋㅋㅋ
좋은상품 저렴하게 살수있어서 좋아요~
굿~~~~^^
예쁜 디자인이 많아요
굿
좋아요 
좋은제품 저렴하게 구매할수 있어 좋습니다
굿
예쁜가방이랑 지갑이 많아요 
.",굿 가방 구두 구매 지갑 이벤트 총 상품 득템 디자인 개 득템 제품 아울렛 지갑 구매 디자인 상품 이벤트 총 굿 가방 개 제품 아울렛 디자인 득템 상품 총 이벤트,X,X,X,X,서울특별시 은평구 은평구 불광로 20,A04,A0401,A04011000
1300,엘레강스뉴코아아울렛울산,"좋아요 
좋아요 
가격착해요
디자인이 좋아요!
좋아요

가성비 좋은 가방 구입했어요
좋아요
굿
굿",가격 디자인 가방 가성 구입 비 굿 굿 비 구입 가성 가방 디자인 가격 디자인 가격 가방 가성 비 구입 굿,X,X,O,X,울산광역시 남구 삼산로217,A04,A0401,A04011000
1301,엘씨디씨 서울(LCDC SEOUL),"Lcdc 1층에 이터널유 팝업 매장이 있더라구요 구매했는데 왕친절 직원분덕에 기분좋게 귀요미 장갑 선물용 하나 내꼬하나 구입 ! 🩷🫧🫧🤭

아기자기한 다이어리 소품샵
셀렉트 마우어에서 그릇샀어요!
빈티지 그릇들이라 넘 이쁘네용
LCDC 들려서 그릇 샀어요 :)
빈티지 그릇 3개 샀는데 다 맘에 들어요!
친구 선물 고르러 갔는데 예쁘고 아기자기한게 많아서 구경하기에도 좋았어요! 
LE CONTE DES CONTES ‘이야기 속의 이야기’ 이름이 인상적인 성수동 핫플 LCDC 1층 카페 이페메라. 무슨 뜻인가 찾아보니 수명이 아주 짧은 것, 잠깐 쓰고 버리는 것이라는 뜻의 단어란다. 우편엽서, 우표 등이 전시 되어있다. 수명이 짧고 곧 버려질 것들이라니 왠지 슬퍼지는 의외의 뜻. 누가 말했던가 삶은 유한하기 때문에 아름답다고
구경거리 많아서 좋아요
화투구입 ㅋㅋ이쁩니다
어린이날 선물 고르러 갔는데 마린컨셉 옷뿐만 아니라 카라멜 쿠키 초콜렛까지 너무 귀여워요ㅠㅜ 카드도 쓸수있게 색연필 한가득🌸🌼",선물 용 층 구입 매장 왕 꼬 유 직원 덕 이야기 구경 선물 카라멜 누가 마린 거리 옷 유한 말 그릇 뜻 것 빈티 수명 아주 맘 무슨 개 잠깐,X,X,X,X,서울특별시 성동구 연무장17길 10 (성수동2가),A04,A0401,A04010600
1302,엘지베스트샵 강동 본점,"직원분이 상품 설명을 자세하게 잘해주셔서 구입 결정을 하는데 도움이 되었습니다
물건이 다양하고 가격이 합리적이며 직원분들이 친절하게 제품에 대한 설명을 잘해주세요ㆍ엘지  제품을 계속 사용하고  있는데 앞으로도 엘지 구입할 예정ㆍ
통돌이 세탁기 거름망 고무패킹이 빠져 찌꺼기들이 잘 걸러지지 않았어요. 소모품이라 새로 교체했어요.
김기환매니져님에게 청소기를 구매 했습니다^^
친전하시고 설명도 잘해주셔서 너무 좋았습니다
세탁기 거름망 구입. 회원가입되어 있어 할인가로 구입.
철용m
노트북 구경하러 왔다가
매니저님 설명 너무 잘해주셔서
그 자리에서 바로 구매했어요~
잘 쓰겠습니다♡
스타일러 구매했습니다. 부모님께서 상담을 잘해주셔서 구매하셨다고 하네요:) 명함에 김용우 선임님이시라고 적어져 있네요 ㅎㅎ 감사합니다!
김기환매니저님께 올레드티비 구매했습니다
굿
굿",구매 매니저 설명 구경 스타 그 철용 노트북 바로 자리 구입 김기환 거름 망 세탁기 친전 청소기 님 할인 가입 설명 구입 굿 제품 엘지 직원 구매 통 앞 가격,X,X,X,X,서울특별시 강동구 양재대로 1449,A04,A0401,A04011000
1303,엘지베스트샵 구로구청점,"이주 저렴하고 합리적인 가격으로 제품구매했습니다.
다음에도 또 이용할 의향 있고 주변사람들에게
적극 추천하고싶습니다!!
꼼꼼하게 확인해주셔서
좀더 저렴하게 안내해주심
집이랑 가까워서 자주 이용하게 되었네요. 세탁기, 건조기, 이제 티비까지 구매완료. 제품이야 LG것이라 다들 좋다는 것 알고 있죠. 2번 방문에 귀찮게 설명해달라해도 친철하게 해주신 정대윤 매니저님이 강추해요. 좋은 상품 잘 쓸게요.
 제품설명 자세히 듣고 싶어서 방문했는데,
설명 자세하게 해주시고 견적도 요청하는 대로 여러각도에서 다양하게 내주셔서 좋았어요.
설명이 친절하고 불필요한 설명이 없어요. 사은품도 풍부하고, 분위기도 조용하고 조아요!! 정대윤 매니저님 감사합니다!!
노트북 💻구매 겸 방문했어요🙇🏻‍♀️
정대윤 매니저님께서 친절하게 설명해주시고,
용도에 맞게 추천 해주셔서 기분좋게 구매했습니당.
(사은품도 넉넉하게 챙겨주셨어요.감사합니다🙂)
웨딩&이사 이벤트도 진행중이라 가전 구매하실분들 강추드려요😊
오늘 아들 노트북사러 방문했는데 친절한상담과 많은이야기들 합리적은 가격도 제시해주셔셔 감사했어요
저희 담당해주셨던 정대윤매니저님 넘친절하셔셔 기분도좋았습니다  가전필요할때 꼭 재방문할게요
이번에 새로 입주예정이라 가전제품보러 김포한강점들러서 정대윤매니저님께 제품 잘 구매하였습니다
여러 곳 비교했는데 혜택이 제일 좋았습니다^^
작년에 이사할때도 여기서 구매 했는데 오늘도 구매 했어요^^ 노트북 살려고 생각하고 있어서 매장으로 구경하러 갔다가 마침 행사를 하고 있었네요.
노트북 종류가 많아 물어 보니 자세하게 설명도 해주시고 친절하게 대답해주셔서 기분 좋게사고 왔어요😃
정대윤 매니저님 감사해요~~^^
친절하게 대해주셔서 잘 봤습니다",분위기 사은 상품 대윤 정 매니저 설명 구매 노트북 제품 설명 매니저 정 대윤 방문 추천 이용 해주시 기분 노트북 구매 제품 정 매니저 대윤 방문 노트북 이사 오늘 때,X,X,X,X,서울특별시 구로구 가마산로 262,A04,A0401,A04011000
1304,엘지베스트샵 남동구청점,"남동구청점 방문 다른곳 돌아보다 너무 친절해서 구매까지 하고 갑니다~
강은정 명예대명장님
잘해주셔써 감사합니다
간석점. 오픈행사 많이 되더라구요
추천강력추천🤗🤗
남동구청점에서 김선국매니저에 친절한 상담으로  제품 기분좋게 구매하고 갑니다 .
너무 잘해주셔서  빵커피 사들고가고싶네요
강은정씨 고마워요
남동구청점 방문 김선국 매니저
친절한 상담듣고 구매하고 갑니다.
친절한설명 너무좋았어요  합리적인가격에 잘구매했습니다!!''
황현수 매니저님이 세탁기 친절하게 상담해주셔서 구매했습니다 ^^
친절하게 상담해주셔서 구매했습니다 감사합니다
너무 잘 설명해 주시네요
감사합니다
남동구청점 베스트샵 방문 냉동고 상담 너무 잘해주셔서 여러가지 제품 다양하게  구매하였습니다.",가격 합리 설명 구매 명예 간 대명 곳 장님 강은정 구매 상담 점 남동 구청 매니저 방문 제품 추천 국 합리 가격 설명 구매 명예 간 장님 곳 대명 커피,X,X,X,X,인천광역시 남동구 만수동 1072,A04,A0401,A04011000
1305,엘지베스트샵 남수원 본점,"공기청정기 구독하면서 밥솥도 구매했어요
김수연매니저한테 상담 받았습니다 ^^
김수연 매니저한테 안내받고 구매했습니다~😊
김병관매니저님한태 구매했어요~
제품설명 잘듣고  구매 잘했어요
북수원자이 입주하면서 김수연 매니저께
제품구매했어요^^
남수원본점에서 세탁기를 김수연씨에게 구매했습니다!!!
아이폰15플러스 베스트샵 남수원본점 박병화매니저에게 할인받아서 구매했어요.^^
김수연 매니저님
친절하게
매장에 없는 냉동고 안내해줘서 잘샀어요
김수연 매니저가 딱맞는 싸고 좋은 A9 추천해주셔서 잘샀습니다^^
홍은찬매니저님
안내잘받곷구매했습니다

",본점 남 김수연 수원 매니저 구매 냉동고 곷 할인 플러스 매니저 홍 은찬 병화 안내 박 아이폰 베스트 매장 플러스 구매 매니저 김수연 수원 제품 본점 남 세탁기 밥솥 구독,X,X,X,X,경기도 수원시 권선구 경수대로 271,A04,A0401,A04011000
1306,엘지베스트샵 노원 본점,"13미니 파격적인 혜택으로 구매했습니다 가격과 매니저님 친절한상담 만족입니다
혼수 하면서 혜택 받아서 구매 잘 했습니다. 
모두 친절하시고 서비스 정말 좋아요^^
세탁기,쿠첸밥솥 구매하고 추가 혜택으로 아이폰12 에서 아이폰15로 교체까지 저렴하게 잘 구매했어요
아이폰은 처음이라, 많이 고민햇는데
매니저님께서 친절하고 자세하게
설명해 주셔서 너무 만족합니다.
덕분에 좋은제품 잘 사고 갑니다.
에어컨 구매하러 와서 아이폰도 바꿨어요
친절한 안내 감사합니다👍
부모님 따라서 왔다가 뜻밖에 득템! 직원분들도 너무너무 친절하시고 매장도 크고 깔끔합니다.  
매장 위치도 딱 좋고 여러가지로 완벽해요!!
너무 친절하시구 가격 너무 좋아요 😍
친절한 응대 서비스 너무 감사드립니다.
안심하고 두 개째 구매했습니다!
에어컨 구매하면서 아이폰까지 득템했어요~~ 
직원분들도 친절하시고 너무 좋아요 
노원본점으로 가전구매하러 오세요 ^^ 
직원분이 친절하시고 빨리 갸통해 주셔서 너무 편했어요.",가격 서비스 응대 감사 매장 직원 구매 여러가지 위치 제품 매장 개 안심 두 덕분 사고 제품 위치 여러가지 구매 구매 아이폰 혜택 직원 에어컨 득템 매니저 처음 세탁기 모두,X,X,X,X,서울특별시 노원구 동일로 1085,A04,A0401,A04011000
1307,엘지베스트샵 대화점,"심정수 매니저님에게 구매했어요
심정수 매니저랑 상담했어요
심정수매니저님한테 상담밭았어요
너무 잘 구매했어요
다른곳도 상담받아보고 간건데, 친절하고 깔끔하게 설명해주셔서 바로 구매했습니다 이달의 친절사원~^^
에어컨 구매했습니다! 설명해주신 차선민 매니저님 엄청 친절하셨어요! 궁금한 것들 잘 알려주시고 굿굿👍👍 에어컨과 챙겨주신 사은품 잘 쓰겠습니다❤️
설명 자세하고 친절하게 해주시네요. 혜택도 좋고 편안히 상담할수있어서 다음에도 이용할것같습니다. 
잘 구매 했습니다^^
너무 친절하세요 너무 잘 구매했어요
차선민  매니저님 한테 잘구매했습니다ㅎㅎ
너무너무 친절하세요🥰",설명 에어컨 것 굿굿 품 사은 상담 매니저 혜택 다음 구매 상담 매니저 심정수 설명 친절 달 밭았 사원 바로 구매 차선 민 매니저 이용 다음 혜택 설명 상담 에어컨,X,X,O,X,경기도 고양시 일산서구 중앙로 1547,A04,A0401,A04011000
1308,엘지베스트샵 발안점,"김규호매니저님께 제습기 사갑니다
김규호매니저님께 청소기 안내 잘 받고 구매하고갑니다
메니저분이 너무 친절하게 잘해주셔서 바로구매했어요^^
매니저님도 너무 친절하십니다~ 설명도 자세하게 해주시고 서비스도 챙겨주시고 너무 좋아요~~ 오실일이 있으시면 참고하세요!
주황매니저 고마워요
김규호매니저님께 밥솥잘구매하고갑니다
김규호매니저님께 친절히 노트북 구매하고갑니다
친절한 상담 감사합니다! 기분 좋게 구매했어요ㅎㅎㅎ
친절하고 꼼꼼하게 설명해주시고 매장도 넓고 깨끗하니 좋아요 ! 제품 잘 구매하고 갑니당

건조기사려고 갔는데  조관모매니저님의 친절하신 설명듣고 바로 구매결정했어요~덕분에 고민없이 잘샀어요 !챙겨주신 사은품도 잘쓸게용",매장 기분 구매 설명 매니저 일이 청소기 제습기 서비스 안내 매니저 호 김규 구매 상담 주황 밥솥 노트북 제습기 일이 구매 설명 매니저 바로 용 사려 덕분 건조기 사은 결정,X,X,X,X,경기도 화성시 삼천병마로 295,A04,A0401,A04011000
1309,엘지베스트샵 별내점,"아쉽게도 찾는 가전 제품은 없었지만, LG전자 베스트샵 별내점 송두영 선임님이 편안하게 구경하다 갈 수 있게 도움주셔서 좋았습니다. 덕분에 충분히 구경하다 나왔고 가전 제품 비교하는데 많은 도움이 되었습니다. 감사합니다.
굳
8월에 상담받고 다른매장 비교했는데 제일친절하게 상담해줘서 다시찾아와서 구매했어요
추석맞이 할인중이라 8월보다 할인도많이받았어요
김진오매니저 감사해요^^
김진오 매니저 친절해요
강추!!!
결혼 10년차가되니 가전을 하나씩 바꾸게되는데 가전구입 포인트 모아서 광파오븐 구입했네요~~ 포인트 덕분에 저렴하게 구입했네요~^^
설명해주신 영업사원도 매우친절 하시고 자세한 설명으로 이해도 쏙쏙 되었습니다.

신상 가전제품 구경하는 맛도 재미있고 마지막 배웅까지 감사드립니다.
노트북 구매할때 너무 친절하시고 설명도 이해하기 쉽게 자세히 설명해주세요. 전자제품 구매할때 별내점으로 오세요! 리뷰이벤트로 꽃도 선물주시니까 구매하시고 꼭 리뷰이벤트도 작성해주세요. 친절하게 설명해주셔서 감사합니다.
7주년 오픈 이벤트  해서  저렴하게  세탁기  구입했어요~~~ 김진오주임님이  잘해주셨어요!!
대박나세요~~
김진오 매니저님 덕분에 합리적인 가격으로 구입했어요~!!

넘넘 친절하세요~!! 감사합니다

도와주신 직원분이 너무 친절해서 기분좋게 쇼핑하고 갑니다! 
저희는 전시상품 별로 안 따져서 전시상품 안내받았는데 친절히 잘 설명해주셔서 금액도 아끼고 잘 샀어요~ 추천합니다! 
김진오 애니저님   설명도 잘 해주시고 친절하세요.",구입 설명 김진오 가전 포인트 덕분 가전제품 맛 신상 마지막 설명 구매 김진오 매니저 상품 전시 상담 할인 때 비교 이벤트 구경 리뷰 도움 제품 가전 덕분 점 구매 선임,X,X,X,X,경기도 남양주시 순화궁로 337,A04,A0401,A04011000
1310,엘지베스트샵 불광 본점,"아이폰 행사 한다고 해서 저렴하게 잘 구매했습니다 ㅎㅎ 감사합니다 
청소도구 샀습니다
너무나 아이폰을 저렴하게 구매 한거 같아요 ㅎ 
상품도 다양하고 이벤트도 많이해서 좋았어요. 이것저것 볼게 많아 시간도 오래걸리고 힘들었는데 이성주매니저님 친절히 잘응대해주셔서 감사합니다^^ 
아이폰 행사한다고해서 방문했는데ㅎㅎ정말저렴하게 구매했네요ㅎ
안내 잘받으며 구매도 잘 했습니다
제품설명 보장범위를 잘 설명 해주셔서 감사했습니다 
너무 친절하게 응대 해줬습니다 ㅎ 덕분에 할인가 아이폰 구매 했네요 ㅎㅎ
3월이 행사마지막달이라고 소식듣고 결합할인으로 혜택을보고구매를햇습니다 구독이 정말 좋은 정책이더라고요 
부담도없고 제품관리도되고
워치하고 패드 문의 후 구매 했어요.
가격도 쿠팡보다 나은것같아요.
",가격 쿠팡 구매 아이폰 거 이벤트 상품 해 도구 청소 구매 아이폰 행사 거 이벤트 해 것 도구 상품 청소 구매 아이폰 행사 제품 할인 설명 응대 정말 것 이성주,X,X,X,X,서울특별시 은평구 불광로 41,A04,A0401,A04011000
1311,엘지베스트샵 선부점,"인덕션 오영진매니저에게 추천받고 잘구매했어요
배송 빨라요
혼수 제품 오영진 매니저님에게 잘 설명듣고 구매했습니다
추천합니다
담당직원분이 친절하게 상담도 해주시고 매장도 너무 청결해서 좋아요
오영진 매니저님에게 설명듣고 잘샀습니다
추천합니다
LG전자 휴대폰 바꾸러 오시면 무조건 💖성현님 💖찾으세요 !! !! ! 진짜 너무 너무 친절하시고 설명도 상세히
해주시네요🥹🥹🥹👍👍👍
오영진 매니저님에게 티비잘샀어요

배송도 빠르네요  추천합니다
아이패드 상품권 나가는 행사하내요
저렴하게 구매했어요 ㅎㅎ
진성현매니저님 추천합니다 !
아이폰 저렴해요. 알아보러왔다가 행사중이어서
구매했어요 진성현직원분 친절해요
애기꺼 아이폰 알아봣는데
베샵이제일저렴해서구매했어요
그리고 상담해주신 매니저님 친절해요ㅎ
제품 완전 좋네요~ 잘 쓰겠습니다.",구매 아이폰 진성 행사 상담 직원 제품 봣 완전 애기 아이폰 행사 진성 구매 제품 직원 매니저 상담 베 알 매니저 추천 오영진 설명 구매 배송 무조건 담당 해주시 혼수,X,X,X,X,경기도 안산시 단원구 삼일로 310,A04,A0401,A04011000
1312,엘지베스트샵 시화점,"good
Good
시화점에서 다양한 가전제품들을 구매했었고
친구 선물로 제품 알아보러 갔다가 때마침
행사 세일중이라서 잘 구매했습니다
키친타올 선물도 받고 멤버십 재등록도 했습니다
노트북구매하러왓는데 직원분(문정호매니저니님)상담도친절하구요 ,다른상품구매의사있으면또다시방문하겠습니다
모니터 친절하게 설명해 주셔서 구매 잘 했습니다~
감사합니다 ^^
전재성매니저님께서 친절하게 응대해주시고,
제품에 대해서 자세히 설명해주셔셔 믿고 구매하게
되었네요. 다음에도 필요한거 있으면 여기 매장애서
구매할게요. 감사해요.
가족들과 식사 후
가볍게 들러서 신제품 냉장고 상담받아봤는데
지점장님이ㅜ정말 친절하시고, 설명 잘해주셔서
덥썩 구매했습니다.
필요한 소모품이 잘 비치되어 있고
멤버십 할인가도 적용해서 세일도 해주니
좋네요~
김민욱 매니저님 친절합니다
매장 친절하고 제품도 다양하게 있어요
추천드립니다",멤버십 적용 매장 할인 가도 소모품 비치 김민욱 추천 일도 여기 다음 장애 구매 제품 매니저 설명 선물 멤버십 키친 구매 설명 매니저 제품 상담 선물 등록 노트북 방문 친구,X,X,X,O,경기도 시흥시 정왕대로 230,A04,A0401,A04011000
