,name,rate,review
0,가까운약국 서면,,좋아요 좋아요
1,가까운약국 서면,,안 기다리고  빨리 받을 수 있었어요!
2,가까운약국 서면,,친절해요
3,가까운약국 서면,,굿
4,가까운약국 서면,,굿
5,가까운약국 서면,,ㅇ
6,가까운약국 서면,,굿
7,가까운약국 서면,,.
8,가까운약국 서면,,좋아요 
9,가까운약국 서면,,.
10,가네시 롯데본점,,남자친구가 생일선물로 준 선물이라 저한테 정말 의미있는 소중한 귀걸인데 잃어버려서 우울했었어요 ㅜㅜ 인터넷으론 너무 비싸서 매장에 전화 드려보니까 공감도 너무 잘해주시고 프로모션 적용해서 더 저렴하게 살 수 있었어요 ! 가네시 직원 분들 짱이에요 !! 포장도 예쁘고 꼼꼼하게 해주시고 너무 친절하게 잘 응대해주셔서 너무 감사드렸습니다💖
11,가네시 롯데본점,,좋아요
12,가네시 롯데본점,,"제품들도 예쁘고, 직원분들도 최고입니다."
13,가네시 롯데본점,,친절하셔서 무척 좋았어요.
14,가네시 롯데본점,,잘샀습니다
15,가네시 롯데본점,,잘샀습니다
16,가네시 롯데본점,,친절하고 제품 이뻐요~
17,가미성형외과,,"부기레이저도 받고 서류비계산 
수술한다음날에 방문했는데 
직원분들 친절하게 맞이해주셔서 좋아요"
18,가미성형외과,,"아직 부기도 다안빠졌고 
다른부분은 지켜봐야 되겠지만 
다른병원에서는 그냥 무조건된다 했었는데 
여기선 그림도 그려서 설명해주시고 
실장님이 예약강요도없어서좋았습니다 
수술예약잡고 재수술 했는데 
재수술하고나서 결과가 최종적으로 부기가 다빠진게아니라 아직은모르지만 
전에보다 확실히 제가 별로였던부분 다 개선됐어요
말이일단 잘통하고 사진보여드리니 라인잡아주는것도 제스타일이였음  
부기 빨리빠졌음좋겠고 남은실밥도 빨리 제거하고싶어요 친절해서너무좋음 "
19,가미성형외과,,친절
20,가미성형외과,,좋아요 
21,가미성형외과,,굿!
22,가미성형외과,,굿
23,가미성형외과,,굿
24,가미성형외과,,굿
25,가미성형외과,,조아요
26,가미성형외과,,물광주사 받고 주변 친구들이 왜이렇게 젊어졌냐며 칭찬을 해주더라고요 ㅋㅋㅋ 정말 대박입니다
27,가치 롯데 본점,,"인생 떡집!!!
진짜 먹어본 쑥 절편 중 쵝오임!!!
 (7500원)
1~2주에 한번 롯백 갈때마다 사옴~"
28,가치 롯데 본점,,"인생떡집이에요!!!
1~2주에 한번씩 가서 콩가루 쑥 절편이랑 꿀떡 사오는데~~
한정기간에만 먹을 수 있는 어린쑥설기 강추하셔서 사보았는데... 그저 그랬네요😅"
29,가치 롯데 본점,,"고시 8구 선물세트를 선물용으로 구입했어요.
내용물도 고급지고 맛나보였지만...
상자는 조선시대 궁궐같은 무늬가 엄청 이쁘구요.
이걸 또 아름다운 보자기에 싸서 판매하시더라구요.
진짜 완전 선물하기에 딱인 거 같아요."
30,가치 롯데 본점,,맛있는 떡들이 가득 포장도 예뻐서 선물하기도 좋아요
31,가치 롯데 본점,,선물하기 좋은 구성과 맛나보이는 떡들이 가득
32,간격 드로잉스페이스,,딱 원했던 스케치 수업이었습니다. 시간 날때 정규 수업도 들어봐야겠어요.
33,간격 드로잉스페이스,,"학창시절 미술시간 이후 그림은 처음그려봤는데, 단계별로 차근차근 친절히 설명해주시고 도와주셔서 그림 하나를 완성할 수 있었어요!
분위기 좋은곳에서 그림에 집중하며 힐링할수있는 시간이었습니다!"
34,간격 드로잉스페이스,,"망원에가면 꼭! 들르는 곳 🤍 원데이클래스 생각하고 계시면 무조건! 무조건! 추천입니다~! 완전 그알못인데 쌤이 너무 친절하고 자세히 알려주시고 어떻게든 예쁜그림 가져갈 수 있도록 도와주셔요! 분위기도 따뜻하고 좋아서 친구랑, 가족이랑, 연인이랑 가기좋은 곳입니다!! 전 친구랑 한번 가족이랑 한번 갔어용 🥹🥹🤍"
35,간격 드로잉스페이스,,"미술의 'ㅁ'도 모르는 왕초보가 가도 엄청 친절하게 설명해주시고, 직접 보여주셔서 좋았어요. 친구들이랑 좋은 추억 만들고, 재미있는 시간 보낼 수 있었어요:) 다음에도 원데이 클래스 또 갈 거예요!!! 집 근처였으면 정규반 들고 싶을 정도로 재미있고 잘 알려주셔요. 행복한 시간 만들어주셔서 감사합니다!"
36,간격 드로잉스페이스,,"만족도 100% 강좌입니다! 
그림에 문외한 분들도 재밌게 들을 수 있는 수업이에요. 
저도 제대로 된 팔레트 사용법조차 몰랐는데, 이번 수업으로 여러 가지 배우며 첫 그림을 완성할 수 있었습니다. 
다음에는 친구와 스케치 수업 듣기로 약속했어요. 또 오겠습니다 . d(⌒ー⌒)!


그림 처음 그려보는데 선생님이 친절하게 처음부터 알려주셔서 끝까지 완성했습니다.
직접 선택한 사진을 그림으로 완성하고  나니 뿌듯하고 좋습니다.
재료도 준비 할 필요없이 몸만 가서 더욱 편했습니다.
다음에 다른 클래스도 들어보고 싶습니다.
추천합니다👍"
37,간격 드로잉스페이스,,물감을 만져본적도 없는데 제가..ㅎㅎ사장님 덕분에 정말 좋은 기억 가지고 갑니다~너무 친절하셔서 몸들바를 몰랐다는..ㅎㅎ감사하고 또 방문할게요~사장님 덕분에 그림에 재미가 생겼어요~~
38,간격 드로잉스페이스,,"저 너무 전문가처럼 보이지 않나요?ㅎ
저 첫 아크릴수업인데 이 정도였어요!
초보여도 진짜 멋진 작품 가능해요!!
빨리 가세요!!!!!!"
39,간격 드로잉스페이스,,"선생님이 정말 친절하셨고, 펜드로잉은 한번쯤은 꼭 해볼만한 경험인거 같아요~~ 특히 내가 그리고 싶은 그림을 그릴 수 있는 점이 만족스러웠습니다. 집중을 넘 해서 생각보다 저희가 넘 오랫동안 있었는데도 마지막까지 잘 챙겨주셔서 좋았습니다. 나중에 또 다른 수업도 들어보고싶어요~~ "
40,간격 드로잉스페이스,,선생님이 굉장히 친절하시고 잘 가르쳐주세요! 제가 힘들어하면 오셔서 도와주시는데 조금의 수정만으로도 확연히 퀄리티가 높아지는게 신기하더라구요 남자친구보다 제가 더 잘할 줄 알고 신청한거였는데 되려 남자친구가 더 잘해서 남자친구 칭찬만 하다 왔네요 ㅎㅎ 선생님 덕분에 우리 둘 모두 즐겁게 시간 보냈습니다
41,간격 드로잉스페이스,,힐링 그자체인 공간입니다~~다음에 또 가고싶어요!
42,강경젓갈시장,,굿
43,강경젓갈시장,,좋아요
44,강경젓갈시장,,굿
45,강경젓갈시장,,맛있어요
46,강경젓갈시장,,젓갈 맛나요
47,강경젓갈시장,,잘먹겠습니다
48,강경젓갈시장,,"강경젓갈 흥 하세요
코로나 극복~~~"
49,강남테마피부과의원,,"젊으신 원장님이 너무 친절하고 상담을 잘해주세요 
현실적인 관리를 제안해주세요"
50,강남테마피부과의원,,친절하고 차분하게 설명해주셔서 감사합니다 너무 안심되고 좋았어용 과잉진료 없어요
51,강남테마피부과의원,,의사선생님이 친절하고 설명도 잘해주세요
52,강남테마피부과의원,,"팔+얼굴 흉터치료 10회 패키지결제 176만원
흉터치료 1회차 받음"
53,강남테마피부과의원,,좋아요 
54,강남테마피부과의원,,"다른 피부과보다 비싼 곳, 실력 등 잘 비교해보고 이용할 것"
55,강남테마피부과의원,,원장선생님께서 꼼꼼하고 친절하게 잘 설명해주셔서 좋았습니다 앞으로도 여기서 진료받을 것 같아요!
56,강남테마피부과의원,,"24년 단골 피부과에요. 10년 여드름으로 고생한 제게 어딜가도 피부 좋은 비결이 뭐냐는 칭찬을 듣게해 준 고마운 병원입니다. 제 지인들 30여명 테마에서 진료 받아요. 
원장님의 의술, 인품, 직원관리 모두 최상입니다. 
강남 최고 피부과  강추합니다."
57,강남테마피부과의원,,좋아요 
58,강남테마피부과의원,,가성비 좋아요
59,강동역점JDX,,"지나는길에 원단좋고 쎄일많이하는 상품발견!!
많이파세용~~^-^*"
60,강동역점JDX,,좋아요
61,강동역점JDX,,"옷이기능성원단에
예쁘요
핏도예쁘요"
62,강동역점JDX,,굿
63,강동역점JDX,,
64,강동역점JDX,,감사합니다 
65,강동역점JDX,,ㄱㄱ
66,강동역점JDX,,가성비짱 카
67,강동역점JDX,,ᆢ
68,강동역점JDX,,ᆢ
69,강릉OFS (아디다스),,🥲
70,강릉OFS (아디다스),,굿
71,강릉OFS (아디다스),,굿~
72,강릉OFS (아디다스),,굿
73,강릉OFS (아디다스),,예쁜옷이 많아요
74,강릉OFS (아디다스),,굿
75,강릉OFS (아디다스),,좋아요
76,강릉OFS (아디다스),,직원분이 매우친절해서 좋아요
77,강릉OFS (아디다스),,옷이 예뻐요
78,강릉OFS (아디다스),,
79,강진상설시장,,친절 만땅이에요
80,강진상설시장,,저렴하고  예쁘고  시장맛이  살아있는곳
81,강진상설시장,,굳
82,강진상설시장,,품질이 좋아요
83,강진상설시장,,좋아요
84,강진상설시장,,좋아요
85,강추낚시,,ㅇㅇ
86,강추낚시,,굿
87,강추낚시,,좋아요
88,강추낚시,,종류가많앙종류가많아요
89,강추낚시,,"좋아요 
"
90,강추낚시,,좋아요
91,강추낚시,,굿
92,강추낚시,,굿!
93,강추낚시,,주차가편해요
94,강추낚시,,만새기 구했다 !!! 사장님 짱
95,갤럭시 신세계아울렛 부산점,,굿
96,갤럭시 신세계아울렛 부산점,,굿
97,갤럭시 신세계아울렛 부산점,,좋어요
98,갤럭시 신세계아울렛 부산점,,굿
99,갤럭시 신세계아울렛 부산점,,친절하고 편안하게 옷을 입어볼 수 있도록 해주어서 좋았습니다. 둘러보고 온다했는데도 불편한 내색 없었구요
100,갤럭시 신세계아울렛 부산점,,"브랜드에 맞게 이쁩니다.
친절하게 꼼꼼히 설명도 잘 해 주셨어요~~"
101,갤럭시 신세계아울렛 부산점,,품질이 좋아요
102,갤럭시 신세계아울렛 부산점,,굿
103,갤럭시 신세계아울렛 부산점,,ㄱ
104,갤럭시 신세계아울렛 부산점,,좋아요
105,갤럭시 신세계아울렛 파주점,,"친절하고
좋은옷 싸게잘구입했어요
고급스러워요"
106,갤럭시 신세계아울렛 파주점,,굿
107,갤럭시 신세계아울렛 파주점,,란스미어골프 가격도 좋고 이쁘네요.
108,갤럭시 신세계아울렛 파주점,,오라버니 구매 영수증 줌
109,갤럭시 신세계아울렛 파주점,,비쌍
110,갤럭시 신세계아울렛 파주점,,원스톱 쇼핑하기 좋은곳이예요..
111,갤럭시 신세계아울렛 파주점,,굿
112,갤럭시 신세계아울렛 파주점,,굿
113,갤럭시 신세계아울렛 파주점,,좋아요
114,갤럭시 신세계아울렛 파주점,,예복구매하러갔는데 점장님께서 잘골라주셨어요. 소매기장부터 전체 밸런스까지 만족합니다! 감사해요~
115,갤럭시 현대아울렛 김포점,,남편이랑 남동생 예쁜 정장 맞추고 갑니다 :)
116,갤럭시 현대아울렛 김포점,,직원분이 친절히 잘 응대해주시네요
117,갤럭시 현대아울렛 김포점,,"친절하고 
상품이 많아요."
118,갤럭시 현대아울렛 김포점,,좋아요
119,갤럭시 현대아울렛 김포점,,상담해 주신 분이 너무 친절하셔서 원하는 정장을 구매할 수 있었어요
120,갤럭시 현대아울렛 김포점,,굿
121,갤럭시 현대아울렛 김포점,,김포현대아울렛 친절하고좋았어요
122,갤럭시 현대아울렛 김포점,,친절하고 좋아요
123,갤럭시 현대아울렛 김포점,,세일도 많이하고 좋아요~~ 품질도 굳
124,갤럭시 현대아울렛 김포점,,김포현대아울렛 친절하고 좋네요
125,갤럭시 현대아울렛 송도점,,굿
126,갤럭시 현대아울렛 송도점,,
127,갤럭시 현대아울렛 송도점,,굿
128,갤럭시 현대아울렛 송도점,,친절도는 그냥 보통입니다. 노멀하니 막입기 좋아요~
129,갤럭시 현대아울렛 송도점,,가을 콤비 상의와 면 바지를 마련했어요
130,갤럭시 현대아울렛 송도점,,굿
131,갤럭시 현대아울렛 송도점,,남편옷 사늣 매장입니다
132,갤럭시 현대아울렛 송도점,,친절하십니다 안내도 잘해주세요 
133,갤럭시 현대아울렛 송도점,,좋아요
134,갤럭시 현대아울렛 송도점,,좋아요 
135,갤럭시라이프스타일 롯데 관악점,,굿
136,갤럭시라이프스타일 롯데 관악점,,굿
137,갤럭시라이프스타일 롯데 관악점,,굿
138,갤럭시라이프스타일 롯데 관악점,,굿
139,갤럭시라이프스타일 롯데 관악점,,굿
140,갤럭시라이프스타일 롯데 관악점,,굿
141,갤럭시라이프스타일 롯데 관악점,,아버지 환갑기념으로 옷사드렸어요 까다로운 우리 아버지 취향 잘 맞춰주시고 서비스 잘해주셔서 감사합니다 :)
142,갤럭시라이프스타일 롯데 관악점,,굿
143,갤럭시라이프스타일 롯데 관악점,,"아 진짜 기분나빠서 다시 이용하고 싶지 않아요 

결제마치고 점원분이 새 상품 가져다 주시길 기다리고 있었는데, 상품 가져와서 매대 위에 턱하니 올려두고 다른 고객 응대를 하더군요

그럼 제가 매대에 던져둔 상품이 결제한 상품이 맞는 지 확인하고 직접 쇼핑백 찾아서 넣어 가져가란 말입니까?? 

기다릴 시간이 없어서 이 상품 맞냐 가져가면 되냐 물어보니 건성으로 아 죄송해요 이럼서 쇼핑백에 건성으로 물건 넣고 
여전히 다른 고객 응대하면서 쳐다도 보지않고 공중에 쇼핑백 띄우더군요 
하...동네 시장에서도 그따위로 물건 안 주고받습니다 

6월27일 토요일 오후 2시반 경에 1층 이벤트 매대에서 갤럭시 매대 응대하던 여자 점원분, 
물건 값 세일한다고 응대까지 후려치지 마세요
시간이 없어서 환불 못했을뿐이에요"
144,갤럭시라이프스타일 롯데 광복점,,.
145,갤럭시라이프스타일 롯데 광복점,,ㅇ
146,갤럭시라이프스타일 롯데 광복점,,ᆞ
147,갤럭시라이프스타일 롯데 광복점,,ㅇ
148,갤럭시라이프스타일 롯데 광복점,,ㅇ
149,갤럭시라이프스타일 롯데 분당점,,남자 옷 종류도 그렇고 디자인도 제일 좋은 브랜드
150,갤럭시라이프스타일 롯데 분당점,,좋아요
151,갤럭시라이프스타일 롯데 분당점,,좋아요
152,갤럭시라이프스타일 롯데 분당점,,굿
153,갤럭시라이프스타일 롯데 분당점,,좋아요 
154,갤럭시라이프스타일 롯데 분당점,,굿
155,갤럭시라이프스타일 롯데 분당점,,굿
156,갤럭시라이프스타일 롯데 분당점,,깨끗해요
157,갤럭시라이프스타일 롯데 분당점,,매니저님 착하심
158,갤럭시라이프스타일 롯데 분당점,,굿
159,갤럭시라이프스타일 롯데 스타시티점,,
160,갤럭시라이프스타일 롯데 스타시티점,,친절해요 
161,갤럭시라이프스타일 롯데 스타시티점,,"세일해서 멋진옷 샀어요~
직원분 친절 합니다"
162,갤럭시라이프스타일 롯데 스타시티점,,좋아요 굳굳
163,갤럭시라이프스타일 롯데 스타시티점,,세일기간이라 좋으네요
164,갤럭시라이프스타일 롯데 스타시티점,,세일기간 좋네요 득템
165,갤럭시라이프스타일 롯데 스타시티점,,직원친절 맘에들어요
166,갤럭시라이프스타일 롯데 스타시티점,,옷이 예뻐요~가격은 좀 있네요^^;
167,갤럭시라이프스타일 롯데 스타시티점,,좋아요~!
168,갤럭시라이프스타일 롯데 스타시티점,,"친절하고 좋아요
추천합니다~~^^"
169,갤럭시라이프스타일 롯데 인천터미널점,,굿
170,갤럭시라이프스타일 롯데 인천터미널점,,질좋은 옷이 많아 자주갑니다.
171,갤럭시라이프스타일 롯데 인천터미널점,,"정말 친절하게 스타일 추천을 잘 해주셔서 종종 구입합니다. 
이 검정 청바지가 사방스판이라 정말 편하대요. "
172,갤럭시라이프스타일 롯데 인천터미널점,,좋아요 
173,갤럭시라이프스타일 롯데 인천터미널점,,청바지가 사방스판이어서 활동하는데 불편함이 없다고 좋아하셨어요
174,갤럭시라이프스타일 롯데 인천터미널점,,"매니저님이 정말 친절하셔서 계획에도 없던 기모청바지를 추가 구입했어요. 
확실히 중장년층을 위한 브랜드여서 그런지 낙낙해서 좋아하십니다 "
175,갤럭시라이프스타일 롯데 인천터미널점,,굿
176,갤럭시라이프스타일 롯데 인천터미널점,,굿
177,갤럭시라이프스타일 롯데 인천터미널점,,친절해요
178,갤럭시라이프스타일 롯데 인천터미널점,,부모님 선물 사드리려고 방문했는데 너무 친절하게 해주셔서 이쁜옷 골라서 갑니다~
179,갤럭시라이프스타일 롯데 청량리점,,옷 종류가 많아요
180,갤럭시라이프스타일 롯데 청량리점,,비싸지만 좋아요 
181,갤럭시라이프스타일 롯데 청량리점,,좋아요
182,갤럭시라이프스타일 롯데 청량리점,,친절해요!!
183,갤럭시라이프스타일 롯데 청량리점,,친절해요
184,갤럭시라이프스타일 신세계 센텀시티점,,갤럭시 브랜드가 내 스타일에 잘 맞아서 종종 매장을 찾아갑니다. 신세계백화점 센턴시티점에서도 역시 믿고 찾는 갤럭시 매장입니다. 직원분도 하나 같이 친절합니다
185,갤럭시라이프스타일 신세계 센텀시티점,,여자직원분 너무 친절한 응대 감사
186,갤럭시라이프스타일 신세계 센텀시티점,,Good
187,갤럭시라이프스타일 신세계 센텀시티점,,좋아요
188,갤럭시라이프스타일 신세계 센텀시티점,,좋아요
189,갤럭시라이프스타일 신세계 센텀시티점,,굿 
190,갤럭시라이프스타일 신세계 센텀시티점,,굿
191,갤럭시라이프스타일 신세계 센텀시티점,,굿
192,갤럭시라이프스타일 신세계 센텀시티점,,굿
193,갤럭시라이프스타일 신세계 센텀시티점,,좋아요^^
194,갤럭시라이프스타일 현대 미아점,,직원분들 친절해요~
195,갤럭시라이프스타일 현대 미아점,,친절하시고 추천도 잘 해주시고 적립도 꼼꼼하게 해주시네요.
196,갤럭시라이프스타일 현대 미아점,,굿
197,갤럭시라이프스타일 현대 미아점,,굿
198,갤럭시라이프스타일 현대 미아점,,굿
199,갤럭시라이프스타일 현대 미아점,,굿
200,갤럭시라이프스타일 현대 미아점,,굿
201,갤럭시라이프스타일 현대 미아점,,ㄱ
202,갤럭시라이프스타일 현대 미아점,,ㆍ
203,갤럭시라이프스타일 현대 미아점,,헤밍웨이 카페안에잇는 옷가게ᆢ 구겨거리많아요~~~^^
204,갤럭시라이프스타일신세계센텀시티점,,갤럭시 브랜드가 내 스타일에 잘 맞아서 종종 매장을 찾아갑니다. 신세계백화점 센턴시티점에서도 역시 믿고 찾는 갤럭시 매장입니다. 직원분도 하나 같이 친절합니다
205,갤럭시라이프스타일신세계센텀시티점,,여자직원분 너무 친절한 응대 감사
206,갤럭시라이프스타일신세계센텀시티점,,Good
207,갤럭시라이프스타일신세계센텀시티점,,좋아요
208,갤럭시라이프스타일신세계센텀시티점,,좋아요
209,갤럭시라이프스타일신세계센텀시티점,,굿 
210,갤럭시라이프스타일신세계센텀시티점,,굿
211,갤럭시라이프스타일신세계센텀시티점,,굿
212,갤럭시라이프스타일신세계센텀시티점,,굿
213,갤럭시라이프스타일신세계센텀시티점,,좋아요^^
214,갭키즈 스타필드고양,,굿
215,갭키즈 스타필드고양,,굿굿
216,갭키즈 스타필드고양,,굿
217,갭키즈 스타필드고양,,좋아요
218,갭키즈 스타필드고양,,가성비가 좋아요
219,갭키즈 스타필드고양,,굿
220,갭키즈 스타필드고양,,곧 태어날 아기 옷 사려고 들렸어요. 귀여워요 다음에 또 들려야겠어요
221,갭키즈 스타필드고양,,조아요
222,갭키즈 스타필드고양,,여성 직원분 친절 합니당~^^
223,갭키즈 스타필드고양,,굿
224,갸름한성형외과,,"윤곽때문에 고민 엄청하다가 용기내서 상담받으러 갔어요 ~ 소문대로 원장님 팩폭 장난아니긴 한데 ㅎㅎ 전 오히려 좋았어요 ! 다른병원에선 들을 수 없는 제 얼굴에 대한 강의를 듣는 기분이었어요 ~ 
"
225,갸름한성형외과,,"엄청 자세하고 친절한 상담이었습니다
대기도 거의 없는채로 상담받았고 상담시간만 한시간반?? 정도는 됐던거 같은데 전혀 지루할 시간이 없었네요
수술을 막 권유하시지고 않고 저는 아주 👏👏👍👍👍"
226,갸름한성형외과,,윤곽 고민 있어서 상담 갔다왔는데 데스크 선생님들 너무 착하시고 원장님이 설명도 쉽게 잘해주셔서 편하게 상담잘 받구 왔어여!!
227,갸름한성형외과,,"성형상담 자체가 처음이라 약간은 주눅이 들었었는데
왠걸 다들 너무 친절하시고 원장님도 예상과 다르게 엄청 자상하시던데요~~
덕분에 제가 어떤 부분이 부족한지 너무 잘 알게됐어요!! 상담비 전혀 아깝지 않습니다~~"
228,갸름한성형외과,,"의사쌤 - 상담 오래봐주시고 솔직하게 도움되는 상담해줌(팩트상담), 환자를 우선시하는게 느껴짐, 신뢰감

상담실장 -예약강요 없음, 상담실장 매우 친절함
"
229,갸름한성형외과,,개인사정으로 미리 예약 취소해도 예약금 절대 환불 안해주는곳. 날짜 변경을 하려면 100만원 예약금을 또 내야된다네요 절대 일정 바꿀일 없고 아무일 없을 사람만 예약하세요~ 상담은 좋았으나 왜 예약금을 안돌려주시는지~
230,갸름한성형외과,,.
231,갸름한성형외과,,친절하고 좋아요
232,갸름한성형외과,,
233,갸름한성형외과,,굿 
234,게스 롯데광교,,굿
235,게스 롯데광교,,디자인이 다양하고 편하고 좋아요.
236,게스 롯데광교,,청바지 맛집
237,게스 롯데광교,,옷이 예쁘고 좋아요 
238,게스 롯데광교,,싸게 잘 샀어요!
239,게스 롯데광교,,"품질이 좋아요
친절해요"
240,게스 롯데광교,,좋아요 좋아요 ㅎㅎ 
241,게스 롯데광교,,좋아요
242,게스 롯데광교,,좋아요 
243,게스 롯데광교,,굿
244,게스 롯데동부산,,친절해요 
245,게스 롯데동부산,,친절합니다 계산원은 좀
246,게스 롯데동부산,,친절해요 
247,게스 롯데동부산,,친절하시네요 
248,게스 롯데동부산,,굿
249,게스 롯데동부산,,조아요
250,게스 롯데동부산,,작년에 패딩 사고 마음에 들어 두번째 방문인데 살때만 친절. 환불할때는 카운터 여자분 나갈때 인사도 안하고 안받아줘요 
251,게스 롯데동부산,,좋아요 
252,게스 롯데동부산,,굿
253,게스 롯데동부산,,옷 많아요
254,게스 인천신포,,이쁘고 이쁘고 편하고
255,게스 인천신포,,친절해요 
256,게스 인천신포,,짱 좋아요
257,게스 인천신포,,좋아요 
258,게스 인천신포,,좋아요. 
259,게스 인천신포,,짱좋아요
260,게스 인천신포,,좋아요 
261,게스 인천신포,,좋아요 
262,게스 인천신포,,좋아요
263,게스 인천신포,,좋아요 
264,게스 제주지하,,"쫀쫀하고 부드러움~~
"
265,게스 제주지하,,속옷 가성비가 좋습니다
266,게스 제주지하,,사장님이 친절하시고 편하게 쇼핑했어요
267,게스 제주지하,,친절하고 좋아요
268,게스 제주지하,,친절해요 
269,게스 제주지하,,굿
270,게스 제주지하,,굿
271,게스 제주지하,,좋아요
272,게스 제주지하,,친절해요
273,게스 제주지하,,친절해요
274,게스 현대 가든파이브 송파,,굿
275,게스 현대 가든파이브 송파,,물품이 많아 필요시 자주 갑니다.
276,게스 현대 가든파이브 송파,,좋아요
277,게스 현대 가든파이브 송파,,좋아요
278,게스 현대 가든파이브 송파,,친절해요~!
279,게스 현대 가든파이브 송파,,좋아요
280,게스키즈 롯데이천,,행사굿굿
281,게스키즈 롯데이천,,좋아요
282,게스키즈 롯데이천,,.
283,게스키즈 롯데이천,,"굿
"
284,게스키즈 롯데이천,,겨울옷 끝물에 무스탕 싸게 구입
285,게스키즈 롯데이천,,굿~~~
286,게스키즈 롯데이천,,"아이가 직접 골라 샀어요~
따라다니느라 힘드네요"
287,게스키즈 롯데이천,,옷이 이뻐요.
288,게스키즈 롯데이천,,청바지종류예쁜거많네요
289,게스키즈 롯데이천,,예뻐요
290,겐조 롯데백화점 에비뉴엘 월드타워점,,친절하게 스타일 추천을 해주심
291,겐조 롯데백화점 에비뉴엘 월드타워점,,선물용 구매했는데 직원분이 너무 친절하셨어요!
292,겐조 롯데백화점 에비뉴엘 월드타워점,,굳
293,겐조 롯데백화점 에비뉴엘 월드타워점,,굿
294,겐조 롯데백화점 에비뉴엘 월드타워점,,"매장 직원분들 정말 친절하시고, 매장이 넓어서 쇼핑하기도 좋아요."
295,겐조 롯데백화점 에비뉴엘 월드타워점,,여기가 제일 매장크고 사이즈도 많고 좋아요! 무엇보다 직원분들 친절하셔요~
296,겐조 롯데백화점 에비뉴엘 월드타워점,,친절하심
297,겐조 롯데백화점 에비뉴엘 월드타워점,,"행복해요
겐죠 매장 직원분 넘 좋으시고
호랑이띠 아기랑 또 옷사로 가고파용
기분 최고~~|"
298,겐조 롯데백화점 에비뉴엘 월드타워점,,응대가 너무 친절하고 좋았습니다
299,겐조 롯데백화점 에비뉴엘 월드타워점,,세일때 득템했어용~
300,겐조_롯데몰 동부산점,,아울렛인데도 예쁜 옷 많네요
301,겐조_롯데몰 동부산점,,굿
302,겐조_롯데몰 동부산점,,굿
303,겐조_롯데몰 동부산점,,ㅇㅇ
304,겐조_롯데몰 동부산점,,굿
305,겐조_롯데몰 동부산점,,원피스 샀어요 너무 예쁩니다
306,겐조_롯데몰 동부산점,,직원분들이  그리  친절하게  응대는  안하시네요.   한  직원은 사이즈  없다하고  좀있다  다른직원한테  물어보니  찾아서  가져오시고..  가격은  저렴하게  샀어요. 
307,겐조_롯데몰 동부산점,,굿
308,겐조_롯데몰 동부산점,,조아용
309,겐조_롯데몰 동부산점,,좋아요
310,경남관광기념품점 창원,,굿
311,경남관광기념품점 창원,,좋아요
312,경남관광기념품점 창원,,
313,경남관광기념품점 창원,,.
314,경남관광기념품점 창원,,"각 지역별 특색있는 제품이 많아서 좋아요 
선물포장도 고급지고 이뻐용 ^^"
315,경남관광기념품점 창원,,좋아요
316,경남관광기념품점 창원,,"창원에 이런 곳이 있는 줄 이제 알았네요!
매장 진짜 넓고 상품이 아주 다양해요
경남지역 특산품이라 품질도 좋아 보이고 믿고 살 수 있을 것 같아요🙂"
317,경남관광기념품점 창원,,"창원에서 경남특산물을 한곳에서 만나볼 수 있는 곳이 있다고해서 다녀와봤는데! 먹어보고싶었던 의령쌀빵도 사고 감식초들이랑 양갱도 사왔는데 다 너무 맛있더라구요!! 해당 지역방문해서 직접 사먹으면 좋겠지만, 보통은 힘들다보니 이렇게 한곳에서 공모전수상작들도 구경하고 지역별특산물도 살 수 있어서 너무 좋았어요!!"
318,경남관광기념품점 창원,,"경남에 모든 기념품과
특산물을 한자리에서 구경하고
구입을 할 수 있는 아주 좋은
경남관광기념품점
#경남관광기념품점"
319,경남관광기념품점 창원,,"경남지역에 다양한 특산물과 지역특색에맞는
소품들이 있어 구경하고 볼거리가 많아
시간가는지몰랐어요
다양한지역의특색있는제품들과 특산물로만든 음식 화장품 공예품 등  볼거리가많은 좋은기념관방문했습니다"
320,고궁마실,,친절하신 사장님 덕분에 하루 종일 즐거운 마음으로 고궁 나들이 했습니다! 옷도 너무 마음에 들었고 다음에도 또 이용할거에요 주변에도 추천했습니다ㅎㅎ 사장님 감사했습니다.
321,고궁마실,,창경궁이랑 가까워서 일단 넘 좋았고 고급스러운 스타일이 많아서 진짜 한벌만 고르기가 넘 힘들었네요 ㅜㅜ 한복입었는데 헤어스타일도 잡아주시고 감사드려요 한복이 하나같이 다 깔끔해요
322,고궁마실,,"너무 친절하시고 옷이 정말 너무 이뻐요 
고급스러워서 계속 너무 이쁘다 이쁘다 하며 사진찍었네요 
머리도 이쁘게 해주셔서 자꾸 뒷모습만 더 찍었어요 
창경궁 한복은 무조건 고궁마실에서~~ "
323,고궁마실,,한복이 전체적으로 고급스럽고 예쁜 디자인이 많아요. 사이즈도 다양하고 소품도 많이 준비돼 있어서 아이랑 갔는데 아이가 너무 좋아하네요. 창경궁에서 가까운데 늦게까지 하셔서 대여해서 창경궁 야간투어 하기 딱 좋으네요.
324,고궁마실,,한복 종류도 많고 고급지고 가격도 착해요 매장도 넓어서 좋았어요 원하는 한복 입고 인생샷 찍었습니다 창경궁이랑 가까워서 넘 좋았고 야간궁투어까지 잘 다녀왔어요 다음에 또 이용할게요
