,name,naverURL
0,가가책방,"https://map.naver.com/p/search/%EA%B0%80%EA%B0%80%EC%B1%85%EB%B0%A9/?c=15.00,0,0,0,dh"
1,가나아트센터,"https://map.naver.com/p/search/%EA%B0%80%EB%82%98%EC%95%84%ED%8A%B8%EC%84%BC%ED%84%B0/?c=15.00,0,0,0,dh"
2,가람문학관,"https://map.naver.com/p/search/%EA%B0%80%EB%9E%8C%EB%AC%B8%ED%95%99%EA%B4%80/place/1199510041?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
3,가람화랑,"https://map.naver.com/p/search/%EA%B0%80%EB%9E%8C%ED%99%94%EB%9E%91/?c=15.00,0,0,0,dh"
4,가원미술관,"https://map.naver.com/p/search/%EA%B0%80%EC%9B%90%EB%AF%B8%EC%88%A0%EA%B4%80/place/11370210?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
5,가일미술관,"https://map.naver.com/p/search/%EA%B0%80%EC%9D%BC%EB%AF%B8%EC%88%A0%EA%B4%80/place/10983806?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
6,가일서가,"https://map.naver.com/p/search/%EA%B0%80%EC%9D%BC%EC%84%9C%EA%B0%80/?c=15.00,0,0,0,dh"
7,가천박물관,"https://map.naver.com/p/search/%EA%B0%80%EC%B2%9C%EB%B0%95%EB%AC%BC%EA%B4%80/place/11784831?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
8,가톨릭대학교 성신교정도서관,"https://map.naver.com/p/search/%EA%B0%80%ED%86%A8%EB%A6%AD%EB%8C%80%ED%95%99%EA%B5%90%20%EC%84%B1%EC%8B%A0%EA%B5%90%EC%A0%95%EB%8F%84%EC%84%9C%EA%B4%80/place/12139304?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
9,가평문화예술회관,"https://map.naver.com/p/search/%EA%B0%80%ED%8F%89%EB%AC%B8%ED%99%94%EC%98%88%EC%88%A0%ED%9A%8C%EA%B4%80/?c=15.00,0,0,0,dh"
10,가평문화원,"https://map.naver.com/p/search/%EA%B0%80%ED%8F%89%EB%AC%B8%ED%99%94%EC%9B%90/?c=10.00,0,0,0,dh"
11,가평뮤직빌리지,"https://map.naver.com/p/search/%EA%B0%80%ED%8F%89%EB%AE%A4%EC%A7%81%EB%B9%8C%EB%A6%AC%EC%A7%80/?c=15.00,0,0,0,dh"
12,가평현암농경유물박물관,"https://map.naver.com/p/search/%EA%B0%80%ED%8F%89%ED%98%84%EC%95%94%EB%86%8D%EA%B2%BD%EC%9C%A0%EB%AC%BC%EB%B0%95%EB%AC%BC%EA%B4%80/place/19156204?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
13,가회민화박물관,"https://map.naver.com/p/search/%EA%B0%80%ED%9A%8C%EB%AF%BC%ED%99%94%EB%B0%95%EB%AC%BC%EA%B4%80/place/11620400?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
14,간송미술관(서울 보화각),"https://map.naver.com/p/search/%EA%B0%84%EC%86%A1%EB%AF%B8%EC%88%A0%EA%B4%80%28%EC%84%9C%EC%9A%B8%20%EB%B3%B4%ED%99%94%EA%B0%81%29/?c=15.00,0,0,0,dh"
15,감귤박물관,"https://map.naver.com/p/search/%EA%B0%90%EA%B7%A4%EB%B0%95%EB%AC%BC%EA%B4%80/?c=15.00,0,0,0,dh"
16,감만창의문화촌,"https://map.naver.com/p/search/%EA%B0%90%EB%A7%8C%EC%B0%BD%EC%9D%98%EB%AC%B8%ED%99%94%EC%B4%8C/place/1122014212?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
17,감우재전승기념관,"https://map.naver.com/p/search/%EA%B0%90%EC%9A%B0%EC%9E%AC%EC%A0%84%EC%8A%B9%EA%B8%B0%EB%85%90%EA%B4%80/place/20027347?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
18,강강술래 전수관,"https://map.naver.com/p/search/%EA%B0%95%EA%B0%95%EC%88%A0%EB%9E%98%20%EC%A0%84%EC%88%98%EA%B4%80/place/17094136?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
19,강남문화원,"https://map.naver.com/p/search/%EA%B0%95%EB%82%A8%EB%AC%B8%ED%99%94%EC%9B%90/?c=11.00,0,0,0,dh"
20,강동문화원,"https://map.naver.com/p/search/%EA%B0%95%EB%8F%99%EB%AC%B8%ED%99%94%EC%9B%90/?c=11.00,0,0,0,dh"
21,강동아트센터,"https://map.naver.com/p/search/%EA%B0%95%EB%8F%99%EC%95%84%ED%8A%B8%EC%84%BC%ED%84%B0/?c=15.00,0,0,0,dh"
22,강릉교육문화관,"https://map.naver.com/p/search/%EA%B0%95%EB%A6%89%EA%B5%90%EC%9C%A1%EB%AC%B8%ED%99%94%EA%B4%80/?c=15.00,0,0,0,dh"
23,강릉단오제전수교육관,"https://map.naver.com/p/search/%EA%B0%95%EB%A6%89%EB%8B%A8%EC%98%A4%EC%A0%9C%EC%A0%84%EC%88%98%EA%B5%90%EC%9C%A1%EA%B4%80/?c=15.00,0,0,0,dh"
24,강릉문화원,"https://map.naver.com/p/search/%EA%B0%95%EB%A6%89%EB%AC%B8%ED%99%94%EC%9B%90/?c=10.00,0,0,0,dh"
25,강릉시 오죽헌/시립박물관,"https://map.naver.com/p/search/%EA%B0%95%EB%A6%89%EC%8B%9C%20%EC%98%A4%EC%A3%BD%ED%97%8C%2F%EC%8B%9C%EB%A6%BD%EB%B0%95%EB%AC%BC%EA%B4%80/?c=15.00,0,0,0,dh"
26,강릉시립미술관,"https://map.naver.com/p/search/%EA%B0%95%EB%A6%89%EC%8B%9C%EB%A6%BD%EB%AF%B8%EC%88%A0%EA%B4%80/place/12762639?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
27,강릉원주대학교 박물관,"https://map.naver.com/p/search/%EA%B0%95%EB%A6%89%EC%9B%90%EC%A3%BC%EB%8C%80%ED%95%99%EA%B5%90%20%EB%B0%95%EB%AC%BC%EA%B4%80/?c=15.00,0,0,0,dh"
28,강릉자동차극장,"https://map.naver.com/p/search/%EA%B0%95%EB%A6%89%EC%9E%90%EB%8F%99%EC%B0%A8%EA%B7%B9%EC%9E%A5/place/266717564?c=15.00,0,0,0,dh&placePath=/review&isCorrectAnswer=true"
