,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
17,서울특별시 종로구 북촌로 57,(가회동),1,0,A02,A0201,A02010900,2733967,12,20210817184103,http://tong.visitkorea.or.kr/cms/resource/61/2780561_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/61/2780561_image2_1.png,Type3,126.9846616856,37.5820858828,6,20230927142425,23,,가회동성당,03052
18,충청북도 괴산군 칠성면 각연길 451,,33,0,A02,A0201,A02010800,127241,12,20030813090000,http://tong.visitkorea.or.kr/cms/resource/75/730975_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/730975_image3_1.jpg,Type3,127.9274860663,36.7543041419,6,20240202140135,1,,각연사(괴산),28018
19,충청남도 천안시 동남구 각원사길 245,(안서동),34,0,A02,A0201,A02010800,125885,12,20031205090000,http://tong.visitkorea.or.kr/cms/resource/87/2648687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2648687_image3_1.jpg,Type3,127.1970050154,36.8340789963,6,20230725095840,12,,각원사,31066
20,충청남도 부여군 임천면 성흥로283번길 31-4,,34,0,A02,A0201,A02010700,1956297,12,20141015192144,,,,126.9083485111,36.1824820312,6,20231208172237,6,,간곡서원,33220
21,강원특별자치도 고성군 간성읍 진부령로 2659,(간성읍),32,0,A02,A0201,A02010700,126792,12,20020510090000,,,,128.4389748268,38.3778814721,6,20231206144908,2,,간성향교,24727
22,충청남도 서산시 부석면 간월도1길 119-29,(부석면),34,0,A02,A0201,A02010800,125880,12,20020408090000,,,,126.4111793532,36.6037195733,6,20240320153530,7,041-664-6624,간월암(서산),32023
23,전북특별자치도 부안군 계화면 양지길 12,,37,0,A02,A0201,A02010700,1608562,12,202401181743,,,,126.6371856100,35.7943022476,6,20240118174312,6,,간재선생유지,56300
24,경상북도 영덕군 창수면 장육사길 363,,35,0,A02,A0201,A02010400,129010,12,20060619090000,,,,129.3218943100,36.5975288568,6,20230413162135,12,,갈천동초가까치구멍집,36402
25,경상남도 거창군 북상면 송계로 767-34,(북상면),36,0,A02,A0201,A02010700,1577060,12,20120324013740,,,,127.8160978214,35.7808909491,6,20231116122515,2,,갈천서당,50102
26,경상남도 고성군 대가면 갈천로 620,(대가면),36,0,A02,A0201,A02010700,1959468,12,20141023200356,,,,128.2510123914,35.0480785952,6,20231205145127,3,,갈천서원,52927
27,충청북도 음성군 감곡면 성당길 10,,33,0,A02,A0201,A02010900,1114686,12,20101021190531,http://tong.visitkorea.or.kr/cms/resource/10/1075110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1075110_image3_1.jpg,Type3,127.6411569266,37.1213983401,6,20231102134112,6,,감곡매괴성모순례지성당,27602
28,서울특별시 종로구 율곡로23길 16,(충신동),1,0,A02,A0201,A02010800,294439,12,20071127005251,http://tong.visitkorea.or.kr/cms/resource/85/2031885_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2031885_image3_1.jpg,Type3,127.0066015446,37.5753148419,6,20230412113705,23,,감로암(서울),03099
29,강원특별자치도 평창군 진부면 오대산로 176,동산리 17-5 월정사 성보박물관,32,0,A02,A0201,A02010800,2798406,14,20211215195222,http://tong.visitkorea.or.kr/cms/resource/38/2798338_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2798338_image2_1.jpg,Type3,128.6029831025,37.7189028985,6,20230701104449,15,,감로탱화,25318
30,제주특별자치도 제주시 조천읍 함대로 362,,39,,A02,A0201,A02010700,3082301,12,20231201180445,http://tong.visitkorea.or.kr/cms/resource/96/3082296_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3082296_image3_1.jpg,Type3,126.6611469938,33.5129949735,6,20240116160523,4,,감사공묘역,63335
31,경상북도 성주군 월항면 대산리,,35,0,A02,A0201,A02010800,294441,12,20071127011221,http://tong.visitkorea.or.kr/cms/resource/31/1399731_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1399731_image3_1.jpg,Type3,128.3324840808,35.9346133921,6,20231220111946,10,,감응사(경북),40041
32,부산광역시 연제구 묘봉산로 40,(연산동),6,0,A02,A0201,A02010800,294452,12,20071127012214,http://tong.visitkorea.or.kr/cms/resource/83/1561883_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1561883_image3_1.jpg,Type3,129.0912632411,35.1833036953,6,20231031105513,13,,감천사(부산),47582
33,강원특별자치도 동해시 해안로 120,,32,0,A02,A0201,A02010800,2735620,12,20210820185711,,,,129.1265089534,37.5146783131,6,20230703083725,3,,감추사,25779
34,인천광역시 강화군 강화읍 해안동로1366번길 18,,2,0,A02,A0201,A02010200,1254680,12,20110412020054,http://tong.visitkorea.or.kr/cms/resource/72/1579072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1579072_image3_1.jpg,Type3,126.5171140395,37.7335377029,6,20240408103143,1,,갑곶돈대,23027
35,인천광역시 강화군 강화읍 해안동로1366번길 35,,2,0,A02,A0201,A02010900,2768133,12,20211104194215,,,,126.5174945418,37.7341959658,6,20231004110451,1,,갑곶순교성지,23027
36,충청남도 공주시 계룡면 갑사로 567-3,(계룡면),34,0,A02,A0201,A02010800,125891,12,20031205090000,http://tong.visitkorea.or.kr/cms/resource/21/2675821_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2675821_image2_1.jpg,Type3,127.1873853143,36.3653437567,6,20231209111345,1,,갑사,32615
37,충청남도 논산시 강경읍 옥녀봉로24번길 14,,34,0,A02,A0201,A02010700,946216,12,20100206015742,,,,127.0183586462,36.1621473767,6,20231123112510,3,,강경 구 연수당 건재 약방,32934
38,충청남도 논산시 강경읍 옥녀봉로 8,(강경읍),34,0,A02,A0201,A02010700,946451,12,20100208225913,,,,127.0191725131,36.1602309428,6,20231123114710,3,,강경 중앙초등학교 강당,32934
39,충청남도 논산시 채운면 삼거리,,34,0,A02,A0201,A02010700,1627011,12,20120510190424,,,,127.0319493430,36.1528570080,6,20230530162018,3,,강경미내다리,32944
40,충청남도 논산시 강경읍 계백로167번길 50,,34,0,A02,A0201,A02010700,946844,12,20100209195422,,,,127.0152089296,36.1620834404,6,20240116142954,3,,강경역사관,32935
41,충청남도 논산시 강경읍 옥녀봉로27번길 30-5,(강경읍),34,0,A02,A0201,A02010700,946712,12,20100209184734,,,,127.0145979053,36.1608696794,6,20231221114823,3,,강경역사문화안내소(구 강경노동조합),32935
42,충청남도 서산시 운산면 마애삼존불길 18-1,,34,0,A02,A0201,A02010700,129132,12,20060711090000,http://tong.visitkorea.or.kr/cms/resource/58/187958_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/187958_image3_1.jpg,Type3,126.6025046578,36.7778111433,6,20231205162121,7,,강댕이 미륵불,31950
43,전라남도 강진군 군동면 호라길 199-39,(군동면),38,0,A02,A0201,A02010700,1957338,12,20141017190442,,,,126.8026715967,34.6543783944,6,20231211142521,1,,강덕사,59220
44,강원특별자치도 강릉시 경포로 365,(저동),32,0,A02,A0201,A02010700,125790,12,20040203090000,http://tong.visitkorea.or.kr/cms/resource/86/2596286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2596286_image3_1.jpg,Type3,128.8965126086,37.7955691591,6,20240318102217,1,,강릉 경포대,25461
45,강원특별자치도 강릉시 구정면 학산리,,32,0,A02,A0201,A02010700,125769,12,20021127090000,http://tong.visitkorea.or.kr/cms/resource/22/3025022_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3025022_image3_1.jpg,Type3,128.8918046506,37.7072681694,6,20231026213042,1,,강릉 굴산사지,25623
46,강원특별자치도 강릉시 성산면 보현길 396,,32,0,A02,A0201,A02010200,126897,12,20021129090000,,,,128.7693064482,37.7366262830,6,20240124111259,1,,강릉 대공산성,25442
47,강원특별자치도 강릉시 임영로131번길 6,,32,0,A02,A0201,A02010100,2605187,12,20190604222115,http://tong.visitkorea.or.kr/cms/resource/69/2368669_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2368669_image3_1.jpg,Type3,128.8921226461,37.7532767444,6,20230802195131,1,,강릉 대도호부 관아,25534
48,강원특별자치도 강릉시 운정길 63,(운정동),32,0,A02,A0201,A02010400,125800,12,20031014090000,http://tong.visitkorea.or.kr/cms/resource/93/2687993_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2687993_image3_1.jpg,Type3,128.8850778068,37.7865588677,6,20230703200816,1,,강릉 선교장,25464
49,강원특별자치도 강릉시 운정길 125,(운정동),32,0,A02,A0201,A02010400,128759,12,20060125090000,http://tong.visitkorea.or.kr/cms/resource/30/2480130_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2480130_image2_1.jpg,Type3,128.8911356052,37.7862090263,6,20230911165814,1,,강릉 심상진가옥,25464
50,강원특별자치도 강릉시 율곡로3139번길 24,,32,0,A02,A0201,A02010400,125789,12,20070910090000,http://tong.visitkorea.or.kr/cms/resource/69/2688069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2688069_image3_1.jpg,Type3,128.8776814918,37.7787651808,6,20240418160533,1,,강릉 오죽헌,25465
51,강원특별자치도 강릉시 임영로131번길 6,(용강동),32,0,A02,A0201,A02010100,125788,12,20040227090000,http://tong.visitkorea.or.kr/cms/resource/53/2480153_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2480153_image2_1.jpg,Type3,128.8917699042,37.7531378647,6,20230703075621,1,,강릉 임영관 삼문,25534
52,강원특별자치도 강릉시 율곡로 1715-38 통일안보전시관,,32,1,A02,A0201,A02011000,126898,12,20040203090000,http://tong.visitkorea.or.kr/cms/resource/26/2659826_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2659826_image3_1.jpg,Type3,128.9984085388,37.7204603916,6,20240105150043,1,,강릉 통일공원,25626
53,강원특별자치도 강릉시 운정길 125,,32,0,A02,A0201,A02010400,129584,12,20070712090000,http://tong.visitkorea.or.kr/cms/resource/39/2480139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2480139_image2_1.jpg,Type3,128.8911356052,37.7862090263,6,20230721173400,1,,강릉 해운정,25464
54,강원특별자치도 강릉시 명륜로 29,(교동),32,0,A02,A0201,A02010700,125787,12,20040227090000,,,,128.8952470467,37.7635561721,6,20231026213413,1,,강릉향교,25491
55,충청북도 영동군 양산면 봉곡리 756-1,,33,0,A02,A0201,A02010400,2743393,12,20210911000008,,,,127.6957322633,36.1352096262,6,20230918094906,4,,강선대,29162
56,전라남도 장흥군 유치면 유치로 70,,38,0,A02,A0201,A02010700,1957340,12,20141017190808,,,,126.8342346678,34.8015290538,6,20240126114916,20,,강성서원,59301
57,경상남도 합천군 합천읍 충효로1길 5-14,,36,0,A02,A0201,A02010700,1622799,12,20120505014302,,,,128.1612398605,35.5636856061,6,20240202141655,21,,강양향교,50236
58,경기도 가평군 북면 논남기길 402-19,,31,0,A02,A0201,A02010300,1201163,12,20110210230729,http://tong.visitkorea.or.kr/cms/resource/98/2480698_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2480698_image2_1.jpg,Type3,127.4214078804,37.9689765715,6,20230816145533,1,,강영천효자문,12400
59,강원특별자치도 영월군 김삿갓면 옥동장터길 36,,32,0,A02,A0201,A02010600,1857095,12,20131112001016,http://tong.visitkorea.or.kr/cms/resource/85/2026085_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2026085_image3_1.jpg,Type3,128.5701372137,37.1256818109,6,20230901135042,8,,강원 영월 김삿갓면 [슬로시티],26245
60,전북특별자치도 정읍시 덕천면 신송길 34-2,(덕천면),37,0,A02,A0201,A02010500,1625126,12,202401181743,http://tong.visitkorea.or.kr/cms/resource/39/3060539_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3060539_image3_1.jpg,Type3,126.8412271630,35.6307076647,6,20240118174312,13,,강증산 탄생지,56149
61,전라남도 강진군 대구면 사당리,,38,0,A02,A0201,A02010700,126416,12,20031107090000,,,,126.8017668880,34.5081420024,6,20240130140715,1,,강진 고려청자 요지,59263
62,전라남도 강진군 성전면 월하안운길 100-63,,38,0,A02,A0201,A02010700,2515265,12,20171115223600,,,,126.6998840655,34.7420918349,6,20230307093151,1,,강진 백운동별서정원,59201
63,전라남도 강진군 병영면 동삼인길 20,,38,0,A02,A0201,A02010700,128952,12,20060426090000,http://tong.visitkorea.or.kr/cms/resource/04/2515604_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2515604_image2_1.jpg,Type3,126.8181743133,34.7148996334,6,20230816165645,1,,강진 병영마을 옛 담장,59214
64,전라남도 강진군 병영면 병영성로 175,,38,0,A02,A0201,A02010100,127110,12,20020513090000,http://tong.visitkorea.or.kr/cms/resource/70/2654570_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2654570_image3_1.jpg,Type3,126.8171492797,34.7199712691,6,20230616173247,1,,강진 전라병영성,59214
65,전라남도 강진군 마량면 마량리,,38,0,A02,A0201,A02010200,129692,12,20070827090000,http://tong.visitkorea.or.kr/cms/resource/37/2515537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2515537_image2_1.jpg,Type3,126.8157780917,34.4533428163,6,20230727134818,1,,강진마도진만호성지,59269
66,전라남도 강진군 강진읍 영랑생가길 15,,38,0,A02,A0201,A02010500,127111,12,20020506090000,http://tong.visitkorea.or.kr/cms/resource/87/1954887_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1954887_image3_1.jpg,Type3,126.7652918469,34.6421930307,6,20221228114122,1,,강진영랑생가,59228
67,전라남도 강진군 강진읍 향교로 140,,38,0,A02,A0201,A02010700,1624164,12,20120508012218,http://tong.visitkorea.or.kr/cms/resource/40/1608440_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1608440_image3_1.jpg,Type3,126.7714883256,34.6503616614,6,20231209153326,1,,강진향교,59222
68,전북특별자치도 순창군 팔덕면 강천산길 270,,37,0,A02,A0201,A02010800,126347,12,202401181743,http://tong.visitkorea.or.kr/cms/resource/60/1954560_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1954560_image3_1.jpg,Type3,127.0555668463,35.3984154482,6,20240118174312,7,,강천사(순창),56020
69,충청북도 제천시 송학면 옥천3길 56-10,(송학면),33,0,A02,A0201,A02010800,527227,12,20080329012644,,,,128.2669759133,37.2065251190,6,20231206102259,7,,강천사(제천),27123
70,경기도 여주시 청심로 113,,31,0,A02,A0201,A02010700,1955953,12,20141015010410,http://tong.visitkorea.or.kr/cms/resource/15/3060415_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3060415_image3_1.jpg,Type3,127.6332886565,37.2993943099,6,20231206104155,20,,강한사,12619
71,인천광역시 강화군 하점면 부근리,,2,1,A02,A0201,A02010700,125565,12,20060302090000,http://tong.visitkorea.or.kr/cms/resource/77/1876577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1876577_image3_1.jpg,Type3,126.4374730037,37.7734344221,6,20240418155720,1,,강화 고인돌 유적 [유네스코 세계유산],23014
72,인천광역시 강화군 불은면 덕진로 34,,2,0,A02,A0201,A02010200,127185,12,20040224090000,,,,126.5237018914,37.6496170469,6,20231116172217,1,,강화 덕진진,23047
73,인천광역시 강화군 서도면 주문도길 256-1,,2,0,A02,A0201,A02010900,250326,12,20071023090000,,,,126.2442776542,37.6436850663,6,20231116140552,1,,강화 서도 중앙교회,23008
74,인천광역시 강화군 강화읍 국화리,,2,0,A02,A0201,A02010300,128813,12,20060306090000,http://tong.visitkorea.or.kr/cms/resource/52/2512552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2512552_image2_1.jpg,Type3,126.4756785763,37.7468243111,6,20231213152918,1,,강화 석수문,23033
75,인천광역시 강화군 선원면 선원사지로 222,,2,0,A02,A0201,A02010700,250304,12,20071022090000,http://tong.visitkorea.or.kr/cms/resource/47/1577247_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1577247_image3_1.jpg,Type3,126.4924889291,37.7188250962,6,20230414170603,1,,강화 선원사지,23042
76,인천광역시 강화군 하점면 장정리,산 122,2,0,A02,A0201,A02010700,128823,12,20060308090000,http://tong.visitkorea.or.kr/cms/resource/03/183103_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/183103_image3_1.jpg,Type3,126.4256211035,37.7809416705,6,20240125095809,1,,강화 장정리 석조여래입상,23014
77,인천광역시 강화군 길상면 전등사로 37-41,,2,0,A02,A0201,A02010800,125534,12,20040224090000,,,,126.4829144565,37.6316934164,6,20240417173627,1,,강화 전등사,23050
78,인천광역시 강화군 화도면 흥왕리,산 42-1번지,2,1,A02,A0201,A02010900,127802,12,20040224090000,,,,126.4315613145,37.6140195745,6,20231117142220,1,,강화 참성단,23062
79,인천광역시 강화군 길상면 해안동로 58,,2,1,A02,A0201,A02010200,128030,12,20040224090000,,,,126.5322543599,37.6326163996,6,20231116172830,1,,강화 초지진,23049
80,인천광역시 강화군 강화읍 국화리,산180번지,2,0,A02,A0201,A02010700,125566,12,20040224090000,,,,126.4393070303,37.7425658342,6,20240424144416,1,,강화 홍릉,"417-804,1"
81,인천광역시 강화군 강화읍 국화리 산3번지,"국화리, 신문리, 관청리, 남산리",2,1,A02,A0201,A02010200,125564,12,20060302090000,http://tong.visitkorea.or.kr/cms/resource/34/1579234_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1579234_image3_1.jpg,Type3,126.4838970101,37.7560400476,6,20240424144424,1,,강화산성,"417-800,1"
82,인천광역시 강화군 내가면 강화서로416번길 53-37,,2,0,A02,A0201,A02010700,2765210,12,20211101182906,http://tong.visitkorea.or.kr/cms/resource/24/2780924_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/24/2780924_image2_1.png,Type3,126.4009025027,37.7323802364,6,20231214172852,1,,강화오상리고인돌군,23018
83,인천광역시 강화군 강화읍 북문길 42,,2,0,A02,A0201,A02010100,1614793,12,20120426024938,http://tong.visitkorea.or.kr/cms/resource/46/1575646_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1575646_image3_1.jpg,Type3,126.4854359021,37.7508851202,6,20240125100517,1,,강화유수부동헌,23030
84,인천광역시 강화군 강화읍 북문길 42,,2,0,A02,A0201,A02010100,1615571,12,20120426190342,http://tong.visitkorea.or.kr/cms/resource/50/1575650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1575650_image3_1.jpg,Type3,126.4846998401,37.7515350315,6,20240125100821,1,,강화유수부이방청,23030
85,인천광역시 강화군 강화읍 해안동로1366번길 18,,2,0,A02,A0201,A02010200,125567,12,20060302090000,http://tong.visitkorea.or.kr/cms/resource/19/688619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/688619_image3_1.jpg,Type3,126.5160196946,37.7335599037,6,20231116115215,1,,강화전적지,23027
86,인천광역시 강화군 강화읍 향교길 58,,2,0,A02,A0201,A02010700,125563,12,20060302090000,,,,126.4786892184,37.7537263369,6,20231117120914,1,,강화향교,23029
87,충청남도 금산군 추부면 개덕사길 83,,34,0,A02,A0201,A02010800,2753929,12,20211006224224,,,,127.5307471419,36.2309235405,6,20231229100932,2,,개덕사,32710
88,전북특별자치도 남원시 산내면 정령치로 1523,,37,0,A02,A0201,A02010700,1607032,12,20120419181023,,,,127.5220487154,35.3638163064,6,20240118101757,4,,개령암지 마애불상군,55805
89,경상북도 김천시 개령면 동부1길 78-37,,35,0,A02,A0201,A02010700,1954998,12,20141010194743,,,,128.1874459106,36.1715227146,6,20240126141201,6,,개령향교,39515
90,경상북도 안동시 서후면 개목사길 362,(서후면),35,0,A02,A0201,A02010800,126157,12,20040216090000,http://tong.visitkorea.or.kr/cms/resource/75/186975_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/186975_image3_1.jpg,Type3,128.6679949669,36.6579122746,6,20240202103336,11,,개목사(안동),36616
91,충청남도 금산군 남이면 개삼로 101,,34,0,A02,A0201,A02010700,126812,12,20020513090000,http://tong.visitkorea.or.kr/cms/resource/97/1600197_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1600197_image3_1.jpg,Type3,127.4782837945,36.0753931283,6,20230322104253,2,,개삼터·개삼각,32752
92,충청북도 괴산군 괴산읍 역말길 22,,33,0,A02,A0201,A02010700,1432440,12,20111110001838,,,,127.7948351290,36.8149947491,6,20231113105704,1,,개심사 목조여래좌상과 목조관음보살좌상,28025
93,충청북도 괴산군 괴산읍 역말길 22,,33,0,A02,A0201,A02010800,1431823,12,20111109192158,http://tong.visitkorea.or.kr/cms/resource/09/731009_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/731009_image3_1.jpg,Type3,127.7947184742,36.8149253105,6,20240202140747,1,,개심사(괴산),28025
94,충청남도 서산시 운산면 개심사로 321-86,,34,0,A02,A0201,A02010800,125908,12,20020508090000,http://tong.visitkorea.or.kr/cms/resource/48/2562948_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2562948_image3_1.jpg,Type3,126.5901482688,36.7469061582,6,20240318154728,7,,개심사(서산),31949
95,전북특별자치도 부안군 상서면 개암로 248,,37,0,A02,A0201,A02010800,126346,12,202401181743,http://tong.visitkorea.or.kr/cms/resource/85/1604185_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1604185_image3_1.jpg,Type3,126.6498267208,35.6628507594,6,20240118174312,6,,개암사,56336
96,서울특별시 성북구 개운사길 73,,1,0,A02,A0201,A02010800,126501,12,20041230090000,http://tong.visitkorea.or.kr/cms/resource/26/2690626_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2690626_image3_1.jpg,Type3,127.0280213987,37.5899857439,6,20230610060046,17,,개운사(서울),02842
97,경기도 광주시 남한산성면 남한산성로 731-73,,31,0,A02,A0201,A02010800,294476,12,20071127013728,,,,127.1850881761,37.4740742575,6,20240125120708,5,,개원사(경기),12700
98,전라남도 화순군 춘양면 변천길 389,,38,0,A02,A0201,A02010800,127147,12,20031024090000,,,,126.9153916468,34.9044716088,6,20240130145627,24,,개천사,58159
99,충청남도 논산시 연산면 계백로 2614-11,(연산면),34,0,A02,A0201,A02010800,125899,12,20040219090000,http://tong.visitkorea.or.kr/cms/resource/77/3050177_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/77/3050177_image3_1.JPG,Type3,127.2293710155,36.2407281973,6,20231209160804,3,,개태사(논산),32910
100,경상남도 함양군 지곡면 개평길 59,,36,0,A02,A0201,A02010600,893974,12,20091211183048,,,,127.7673717569,35.5658144475,6,20231114163114,20,,개평한옥마을,50018
101,인천광역시 중구 제물량로232번안길 27,(중앙동2가),2,0,A02,A0201,A02010700,947611,12,20100210030556,,,,126.6210062460,37.4729365453,6,20240318164646,10,,개항장 거리,22314
102,경상북도 영천시 사곡길 77-81 거동사,,35,0,A02,A0201,A02010800,294489,12,20071127015135,,,,129.0267250873,36.1502240595,6,20240124154510,15,,거동사,38814
